nose_k,left_eye_k,right_eye_k,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,eye1,eye2,nose,mouth,head,image_path,label
"(0.8166908025741577, 0.2765888571739197)","(0.7650338411331177, 0.21148304641246796)","(0.8364166021347046, 0.23797650635242462)","(0.5829870700836182, 0.20140013098716736)","(0.7697972059249878, 0.21235379576683044)","(0.38998982310295105, 0.33724749088287354)","(0.6329286098480225, 0.3606261909008026)","(0.4439915120601654, 0.5518738031387329)","(0.8044085502624512, 0.5488010048866272)","(0.6840649843215942, 0.451729953289032)","(0.8792427182197571, 0.40910831093788147)","(0.07140187919139862, 0.7584284543991089)","(0.3433764576911926, 0.7467498183250427)","(0.19911623001098633, 0.805637538433075)","(0.617639422416687, 0.8140382766723633)","(0.27106550335884094, 0.967681884765625)","(0.44361352920532227, 0.9781357049942017)","(0.8843802213668823, 0.22304725646972656)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",9_jpg.rf.5199bab2aef2d196c863cc8bc4445519.jpg,2
"(0.5729885101318359, 0.7825407981872559)","(0.5513368844985962, 0.8475189208984375)","(0.6200499534606934, 0.811922550201416)","(0.49974116683006287, 0.8711118698120117)","(0.7007116079330444, 0.7871251702308655)","(0.4528394341468811, 0.7163340449333191)","(0.6759442090988159, 0.650594174861908)","(0.3819740116596222, 0.5737757682800293)","(0.8042091131210327, 0.472491592168808)","(0.5530447363853455, 0.42197877168655396)","(0.9019253849983215, 0.40246811509132385)","(0.3175531029701233, 0.3747009336948395)","(0.5499301552772522, 0.3137980103492737)","(0.1749383509159088, 0.28489264845848083)","(0.5535387992858887, 0.17407619953155518)","(0.2348748743534088, 0.12232575565576553)","(0.361869752407074, 0.05424246937036514)","(0.5109057426452637, 0.8194221258163452)","(0.6411436200141907, 0.8237485885620117)","(0.5759444236755371, 0.7835756540298462)","(0.5860856771469116, 0.7391290664672852)","(0.6028815507888794, 0.8467475771903992, 0.32093945145606995, 0.30544513463974)",85_jpg.rf.158455e1b8a23dc8b9d8cbab04966ac2.jpg,1
"(0.5142018795013428, 0.2902233600616455)","(0.524152398109436, 0.2775726914405823)","(0.5114537477493286, 0.275193989276886)","(0.5467513799667358, 0.3032512068748474)","(0.5172251462936401, 0.2990005612373352)","(0.5529965162277222, 0.36259564757347107)","(0.5180134177207947, 0.3678452968597412)","(0.547561526298523, 0.4256196916103363)","(0.48486846685409546, 0.43434953689575195)","(0.5209078192710876, 0.4412756562232971)","(0.4482152462005615, 0.41638556122779846)","(0.569878876209259, 0.5339080095291138)","(0.5271998643875122, 0.5320600271224976)","(0.5750870704650879, 0.5687464475631714)","(0.5141079425811768, 0.564082682132721)","(0.5513383150100708, 0.660038948059082)","(0.532479465007782, 0.6404181122779846)","(0.48846545815467834, 0.28211236000061035)","(0.5513577461242676, 0.28042906522750854)","(0.5202892422676086, 0.2930343449115753)","(0.5215883255004883, 0.31129124760627747)","(0.5272747874259949, 0.2860816419124603, 0.1479787826538086, 0.12594513595104218)",4B15AC5D-828D-411A-B864-3C3353D0D048_JPG_jpg.rf.68383bdd8c989e2982f0c24320b21d33.jpg,1
"(0.18018989264965057, 0.43530958890914917)","(0.14432258903980255, 0.3851669132709503)","(0.13905182480812073, 0.47297483682632446)","(0.16660729050636292, 0.2797159254550934)","(0.14241942763328552, 0.5577924847602844)","(0.300022691488266, 0.2792762219905853)","(0.29145848751068115, 0.6201597452163696)","(0.35466036200523376, 0.20985767245292664)","(0.34899812936782837, 0.8192234039306641)","(0.25067731738090515, 0.21499398350715637)","(0.25724291801452637, 0.8244559168815613)","(0.6779032945632935, 0.3128596842288971)","(0.6828559041023254, 0.6288887858390808)","(0.709313690662384, 0.2568196654319763)","(0.7437945008277893, 0.703851044178009)","(0.8929560780525208, 0.3399874269962311)","(0.9132362604141235, 0.5526038408279419)","(-1, -1)","(-1, -1)","(0.1671467423439026, 0.3155812621116638)","(-1, -1)","(0.1442003697156906, 0.5562763810157776, 0.28303784132003784, 0.5514349937438965)",94_JPG_jpg.rf.d2da9c6225c80ddcd0410952808bb5e0.jpg,1
"(0.6325297355651855, 0.126493901014328)","(0.6185718774795532, 0.10469436645507812)","(0.6925621032714844, 0.10572340339422226)","(0.6048696041107178, 0.16249510645866394)","(0.8135769963264465, 0.15461082756519318)","(0.6196152567863464, 0.26152753829956055)","(0.8201730847358704, 0.27116551995277405)","(0.4014267921447754, 0.3945828080177307)","(0.8338714838027954, 0.4385271966457367)","(0.2883893847465515, 0.5237088799476624)","(0.7373124957084656, 0.5591958165168762)","(0.5476930141448975, 0.6274055242538452)","(0.7270359396934509, 0.6422802805900574)","(0.4008696675300598, 0.7142767310142517)","(0.6176804304122925, 0.7592350244522095)","(0.3706488311290741, 0.8721731901168823)","(0.4667302966117859, 0.9179905652999878)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7299725413322449, 0.1381828486919403, 0.36228999495506287, 0.2672448456287384)",2460_png_jpg.rf.832f7cbb3e0a86fd84489c6928b76a6d.jpg,2
"(0.6401785612106323, 0.46492233872413635)","(0.6495930552482605, 0.4955623745918274)","(0.6575692296028137, 0.4454013705253601)","(0.6409348249435425, 0.5532078742980957)","(0.6606823801994324, 0.40908879041671753)","(0.5829419493675232, 0.5246595144271851)","(0.6164573431015015, 0.38543790578842163)","(0.5416063070297241, 0.5992820262908936)","(0.6023938059806824, 0.33550530672073364)","(0.5007792115211487, 0.5484346747398376)","(0.5806056261062622, 0.27383702993392944)","(0.45780572295188904, 0.4324854910373688)","(0.4956600069999695, 0.3142397403717041)","(0.40032893419265747, 0.4289131164550781)","(0.45827117562294006, 0.27295151352882385)","(0.34948283433914185, 0.34963202476501465)","(0.3836051821708679, 0.29438480734825134)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.657985508441925, 0.500365138053894, 0.12121696770191193, 0.16909894347190857)",frame_1_jpeg_jpg.rf.b6693f13598ea1f37d0012013d817dfd.jpg,1
"(0.25753647089004517, 0.17539408802986145)","(0.36572596430778503, 0.12493779510259628)","(0.24165546894073486, 0.11957068741321564)","(0.5900830626487732, 0.15146759152412415)","(0.27025991678237915, 0.07525332272052765)","(0.7419977188110352, 0.28545939922332764)","(0.2975042164325714, 0.24253492057323456)","(0.8569967150688171, 0.434445321559906)","(0.061452627182006836, 0.31846436858177185)","(0.9194547533988953, 0.541001558303833)","(0.10807514190673828, 0.2726987302303314)","(0.7829068303108215, 0.7004207372665405)","(0.3132241666316986, 0.6352492570877075)","(0.7181955575942993, 0.8174487352371216)","(0.1029849499464035, 0.7846279144287109)","(0.4908546805381775, 1.0)","(0.26977160573005676, 1.0)","(0.34600961208343506, 0.13691779971122742)","(-1, -1)","(0.26871708035469055, 0.15340152382850647)","(0.2602938413619995, 0.19555354118347168)","(0.5030235052108765, 0.1322993040084839, 0.5650038719177246, 0.2500886917114258)",86_jpg.rf.cfff7230351701df85ba3e25bb4969c7.jpg,1
"(0.46255436539649963, 0.09857024997472763)","(0.5137284994125366, 0.07115447521209717)","(0.42625507712364197, 0.0749632865190506)","(0.5986746549606323, 0.1279679238796234)","(0.37814268469810486, 0.10915417969226837)","(0.6409945487976074, 0.24164347350597382)","(0.35523608326911926, 0.25559574365615845)","(0.8167020082473755, 0.3809162676334381)","(0.25980037450790405, 0.40160641074180603)","(0.9221685528755188, 0.49366503953933716)","(0.29629096388816833, 0.46972909569740295)","(0.7171813249588013, 0.6116093397140503)","(0.4293212294578552, 0.6670941114425659)","(0.8719817399978638, 0.7059070467948914)","(0.4942159652709961, 0.787947416305542)","(0.8035165667533875, 0.8912218809127808)","(0.6626235246658325, 0.9575058221817017)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.42756733298301697, 0.15187467634677887, 0.42740708589553833, 0.2796596884727478)",270_png_jpg.rf.de1775362b5336fe47ece5da0cdc8916.jpg,2
"(0.7524640560150146, 0.10790447890758514)","(0.7466775178909302, 0.07845659554004669)","(0.7970504760742188, 0.1303386688232422)","(0.7110277414321899, 0.11255083233118057)","(0.8413139581680298, 0.24349188804626465)","(0.6636090278625488, 0.22541137039661407)","(0.770958423614502, 0.38564175367355347)","(0.48616155982017517, 0.14792759716510773)","(0.7115756273269653, 0.5014878511428833)","(0.5034275650978088, 0.04007227346301079)","(0.6346391439437866, 0.4625164866447449)","(0.4155692160129547, 0.5821505784988403)","(0.5099033117294312, 0.7695112824440002)","(0.19802944362163544, 0.4755041003227234)","(0.3391777276992798, 0.7307562232017517)","(0.14304403960704803, 0.7148672342300415)","(0.19035299122333527, 0.8288391828536987)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.861292839050293, 0.27182596921920776, 0.27741432189941406, 0.3286512494087219)",53_JPG_jpg.rf.a4c3e169051dae37dcea435172b3465b.jpg,2
"(0.7070287466049194, 0.12943986058235168)","(0.7478888034820557, 0.05869438499212265)","(0.7653821706771851, 0.16176235675811768)","(0.7077170610427856, 0.014335799030959606)","(0.7752296328544617, 0.3175952732563019)","(0.5303055047988892, 0.07706210762262344)","(0.5427706241607666, 0.48864269256591797)","(0.41061854362487793, 0.09355304390192032)","(0.4484889507293701, 0.7976349592208862)","(0.48271799087524414, 0.12534725666046143)","(0.4380691945552826, 0.7685520052909851)","(0.15265226364135742, 0.3355499505996704)","(0.15665149688720703, 0.6902703046798706)","(0.20281755924224854, 0.31448087096214294)","(0.21551653742790222, 0.7471456527709961)","(-1, -1)","(0.1384645402431488, 0.6400366425514221)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8103863000869751, 0.356865793466568, 0.3792273998260498, 0.6038427352905273)",20_JPG_jpg.rf.f1d06ce51a0eb05f422dad1d68e1f715.jpg,2
"(0.37742552161216736, 0.7678731083869934)","(0.34027186036109924, 0.7864910364151001)","(0.37237486243247986, 0.8028270602226257)","(0.3044385313987732, 0.7383221387863159)","(0.3748440742492676, 0.7853941917419434)","(0.302284300327301, 0.6283555030822754)","(0.42590609192848206, 0.7154696583747864)","(0.45529451966285706, 0.5030077695846558)","(0.655105710029602, 0.5985114574432373)","(0.48492494225502014, 0.4114777147769928)","(0.7591246962547302, 0.5196563005447388)","(0.44480299949645996, 0.35751694440841675)","(0.5780776739120483, 0.39645418524742126)","(0.629524827003479, 0.3246508538722992)","(0.8128061294555664, 0.33203619718551636)","(0.7141374349594116, 0.18482951819896698)","(0.8066492080688477, 0.14436498284339905)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3686921298503876, 0.8734385371208191, 0.40744996070861816, 0.19128131866455078)",866_png_jpg.rf.15845f5516fe73164f0b44012b6ee853.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_25_JPG_jpg.rf.7cdd5f6d9c3448c215c946c0e7b77317.jpg,1
"(0.10661163181066513, 0.44044288992881775)","(0.09255776554346085, 0.4737549424171448)","(0.08024024963378906, 0.4641801416873932)","(0.15409159660339355, 0.5110306739807129)","(0.1023263931274414, 0.544049859046936)","(0.24723124504089355, 0.5575587153434753)","(0.2221136838197708, 0.5725512504577637)","(0.41007766127586365, 0.5121450424194336)","(0.35739320516586304, 0.5468724966049194)","(0.3721577227115631, 0.5078527331352234)","(0.3177259564399719, 0.6034948825836182)","(0.6960463523864746, 0.4253044128417969)","(0.674005389213562, 0.44662466645240784)","(0.8229255676269531, 0.28852930665016174)","(0.8075752258300781, 0.28794074058532715)","(0.9173506498336792, 0.17500245571136475)","(0.9066260457038879, 0.14580705761909485)","(0.13488106429576874, 0.31477609276771545)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1338149756193161, 0.4247695505619049, 0.26751917600631714, 0.37865179777145386)",25_jpg.rf.86d382488fd0426cf10328dcbb8f47da.jpg,1
"(0.8078603744506836, 0.692230224609375)","(0.8537874221801758, 0.723938524723053)","(0.8406770825386047, 0.6223050355911255)","(0.8498765826225281, 0.7285948991775513)","(0.8182021975517273, 0.4509042203426361)","(0.6554387807846069, 0.6488604545593262)","(0.6359646320343018, 0.4104713797569275)","(0.6416643857955933, 0.7134911417961121)","(0.6356185078620911, 0.32683396339416504)","(0.8244122266769409, 0.4988064765930176)","(0.8456535339355469, 0.17362427711486816)","(0.26937228441238403, 0.5798177719116211)","(0.23329010605812073, 0.35979971289634705)","(0.22566457092761993, 0.7605999708175659)","(0.18195553123950958, 0.5238549709320068)","(0.07316050678491592, 0.6228008270263672)","(0.04130063205957413, 0.5775414705276489)","(-1, -1)","(-1, -1)","(0.06652303785085678, 0.34018653631210327)","(-1, -1)","(0.8598254919052124, 0.4509102702140808, 0.2795371413230896, 0.5619558095932007)",baby1_jpg.rf.4b1beca94aec87e55b9731b1fb3db05b.jpg,1
"(0.665338397026062, 0.746153712272644)","(0.6749739646911621, 0.7028889656066895)","(0.690410852432251, 0.7457054853439331)","(0.6375771760940552, 0.5892734527587891)","(0.6798129677772522, 0.7042916417121887)","(0.5390073657035828, 0.5500165820121765)","(0.589016318321228, 0.7567073702812195)","(0.47414517402648926, 0.5395385026931763)","(0.5706702470779419, 0.8737652897834778)","(0.5198948979377747, 0.5306059718132019)","(0.5999627113342285, 0.8258792161941528)","(0.30761784315109253, 0.5856026411056519)","(0.37832510471343994, 0.7726779580116272)","(0.2568274140357971, 0.6766997575759888)","(0.37330618500709534, 0.9747036099433899)","(0.21228592097759247, 0.7468826770782471)","(0.25687968730926514, 0.9314895868301392)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6773901581764221, 0.6046599745750427, 0.15185365080833435, 0.2873915731906891)",Cubo_05_JPG_jpg.rf.b4daaf32c1aff8fda32e2596a7ad88d7.jpg,2
"(0.8548483848571777, 0.3495716154575348)","(0.8457504510879517, 0.3025304973125458)","(0.9280208349227905, 0.37682047486305237)","(0.7477971315383911, 0.25239139795303345)","(0.9784520864486694, 0.44730719923973083)","(0.5820678472518921, 0.2577870786190033)","(0.8034027218818665, 0.5402364134788513)","(0.3461068868637085, 0.23525205254554749)","(0.7883802056312561, 0.6748499870300293)","(0.3383025527000427, 0.2852824032306671)","(0.73548823595047, 0.6727275848388672)","(0.2437884360551834, 0.39326968789100647)","(0.44616493582725525, 0.6079738736152649)","(0.25672343373298645, 0.4525825083255768)","(0.5235353708267212, 0.7276260852813721)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.18676240742206573, 0.8768653869628906, 0.37094491720199585, 0.24063625931739807)",3704_png_jpg.rf.e5481eb41c1d4c4eb614f82a8b7e505e.jpg,2
"(0.6705063581466675, 0.36238226294517517)","(0.6706987619400024, 0.35373058915138245)","(0.6643140316009521, 0.34688395261764526)","(0.6570256948471069, 0.3473849594593048)","(0.6351033449172974, 0.32930880784988403)","(0.6101092100143433, 0.3754858076572418)","(0.5994055867195129, 0.3782494068145752)","(0.6448102593421936, 0.3967321813106537)","(0.6186264753341675, 0.39709264039993286)","(0.6745395660400391, 0.34098637104034424)","(0.6543041467666626, 0.3376050889492035)","(0.5255579352378845, 0.5232377052307129)","(0.5130438804626465, 0.5281162261962891)","(0.5458389520645142, 0.6041443943977356)","(0.5254282355308533, 0.6247732639312744)","(0.5104886889457703, 0.6889790296554565)","(0.5049280524253845, 0.707450270652771)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_08_JPG_jpg.rf.878a3c1a6460d7312029e3b9a1eb6512.jpg,1
"(0.2890486419200897, 0.47532686591148376)","(0.2887057065963745, 0.47184982895851135)","(0.2983482778072357, 0.43619292974472046)","(0.3587185740470886, 0.4827273488044739)","(0.3925324082374573, 0.35665374994277954)","(0.5111562013626099, 0.5031547546386719)","(0.5031720399856567, 0.37612518668174744)","(0.4045024812221527, 0.6879422068595886)","(0.44648465514183044, 0.417604923248291)","(0.25807443261146545, 0.7288299798965454)","(0.3076048493385315, 0.42625775933265686)","(0.7227680683135986, 0.655282199382782)","(0.6842566728591919, 0.5141746401786804)","(0.596665620803833, 0.8106149435043335)","(0.5475743412971497, 0.6493655443191528)","(0.5680076479911804, 0.8312253952026367)","(0.5738146901130676, 0.78852379322052)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3347776532173157, 0.40491753816604614, 0.2884633541107178, 0.2758661210536957)",Prone_61_jpg.rf.9055ddc5ef16a593917c860c80507134.jpg,2
"(0.6633862257003784, 0.17677469551563263)","(0.5894983410835266, 0.14591184258460999)","(0.6911203265190125, 0.13781730830669403)","(0.43332695960998535, 0.17770707607269287)","(0.6898148655891418, 0.13564126193523407)","(0.34439384937286377, 0.3026162385940552)","(0.6862486600875854, 0.30392733216285706)","(0.19942505657672882, 0.3707585036754608)","(0.8465102910995483, 0.38377076387405396)","(0.26425161957740784, 0.17614586651325226)","(0.8494647741317749, 0.14239628612995148)","(0.30744364857673645, 0.7026095390319824)","(0.670159101486206, 0.692961573600769)","(0.2762734293937683, 0.7747097015380859)","(0.7923183441162109, 0.745186448097229)","(0.5385724306106567, 0.9315183758735657)","(0.7075735926628113, 0.9034417867660522)","(0.5810348987579346, 0.16748063266277313)","(0.5542691349983215, 0.49726471304893494)","(0.6749600172042847, 0.18382854759693146)","(0.554367184638977, 0.49644964933395386)","(0.5097917914390564, 0.14323249459266663, 0.5130966901779175, 0.28559190034866333)",baby5_jpg.rf.bc6a19a7735ae6b71a070bfa94a2a0a7.jpg,1
"(0.6636639833450317, 0.15710493922233582)","(0.7092913389205933, 0.1794329136610031)","(0.6601424217224121, 0.11354275047779083)","(0.762480616569519, 0.2885594367980957)","(0.60785311460495, 0.0952586904168129)","(0.7416622042655945, 0.4386475682258606)","(0.5506063103675842, 0.18555009365081787)","(0.8243324160575867, 0.5909218788146973)","(0.4815812110900879, 0.08975355327129364)","(0.9444453120231628, 0.6068793535232544)","(0.5452368855476379, 0.0)","(0.48282551765441895, 0.784994900226593)","(0.3108338415622711, 0.491180956363678)","(0.3667207956314087, 0.8775121569633484)","(0.1720137894153595, 0.5621139407157898)","(0.12587738037109375, 0.9415813684463501)","(0.05074010044336319, 0.8188479542732239)","(0.6898545622825623, 0.156491219997406)","(-1, -1)","(0.6430752873420715, 0.1580708771944046)","(0.6243302226066589, 0.1961973011493683)","(0.7417960166931152, 0.18853984773159027, 0.2882072329521179, 0.27875474095344543)",baby4_jpg.rf.0c15bdf942886c24ee6a0ebd70b43cbd.jpg,1
"(0.7556425333023071, 0.3950172960758209)","(0.803702175617218, 0.35477766394615173)","(0.8055940866470337, 0.4553026258945465)","(0.7905080914497375, 0.3266792893409729)","(0.8170745968818665, 0.6400227546691895)","(0.6232508420944214, 0.33118826150894165)","(0.5897797346115112, 0.7046549916267395)","(0.561731219291687, 0.2525888681411743)","(0.48133915662765503, 0.9466714859008789)","(0.6718288660049438, 0.3284924626350403)","(0.5281866788864136, 1.0)","(0.1791028529405594, 0.34852054715156555)","(0.1259022206068039, 0.6773176193237305)","(0.17474369704723358, 0.24846549332141876)","(0.1048196330666542, 0.6449936628341675)","(-1, -1)","(-1, -1)","(0.782609760761261, 0.37826433777809143)","(0.8127689361572266, 0.5661479234695435)","(0.7718074917793274, 0.45864152908325195)","(0.7131345868110657, 0.5249881148338318)","(0.8039039373397827, 0.5885785818099976, 0.3248458504676819, 0.5731658935546875)",10_JPG_jpg.rf.3e91be1943274a4a9d7b2c9959b7e843.jpg,1
"(0.3646968901157379, 0.43159589171409607)","(0.35906580090522766, 0.4100506901741028)","(0.367756724357605, 0.521134078502655)","(0.3756943643093109, 0.31989532709121704)","(0.40919962525367737, 0.662064254283905)","(0.41252341866493225, 0.2697781026363373)","(0.4238642752170563, 0.7244604229927063)","(0.3870381712913513, 0.10879039764404297)","(0.44084325432777405, 0.8290268778800964)","(0.33928006887435913, 0.13047094643115997)","(0.39531245827674866, 0.860068142414093)","(0.6027272343635559, 0.26976051926612854)","(0.5994275808334351, 0.6708828210830688)","(0.6684978604316711, 0.1886499673128128)","(0.6861022710800171, 0.6875264644622803)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8830016851425171, 0.8070417642593384, 0.2298431396484375, 0.3786522448062897)",3739_png_jpg.rf.1ad02554054ca722b32cdb21418753d3.jpg,2
"(0.6764768958091736, 0.667894184589386)","(0.7281266450881958, 0.6682815551757812)","(0.6556682586669922, 0.7134793400764465)","(0.78984135389328, 0.6381731033325195)","(0.584068775177002, 0.7114933133125305)","(0.7242938876152039, 0.4890819489955902)","(0.4606391489505768, 0.7014487981796265)","(0.7700886726379395, 0.4184190332889557)","(0.23143872618675232, 0.7281567454338074)","(0.7154954671859741, 0.642957329750061)","(0.17339131236076355, 0.8303718566894531)","(0.6068466305732727, 0.27713578939437866)","(0.3159375786781311, 0.46059146523475647)","(0.737196683883667, 0.4402685761451721)","(0.2888937294483185, 0.6420135498046875)","(0.5648031234741211, 0.5402952432632446)","(0.43202176690101624, 0.6493802666664124)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8028910756111145, 0.8860456347465515, 0.39038601517677307, 0.21884402632713318)",3718_png_jpg.rf.3d32bac3bd9ec93878caaafebd50e56e.jpg,2
"(0.5403262376785278, 0.10427515208721161)","(0.5857492685317993, 0.07836385071277618)","(0.4767584204673767, 0.08409063518047333)","(0.6616618633270264, 0.14503082633018494)","(0.37082639336586, 0.11508388817310333)","(0.6582518219947815, 0.2632526755332947)","(0.36113208532333374, 0.26675620675086975)","(0.8555177450180054, 0.34678658843040466)","(0.2993285059928894, 0.3759297728538513)","(0.8017732501029968, 0.3186485767364502)","(0.3348819315433502, 0.3300339877605438)","(0.6548637747764587, 0.7098113298416138)","(0.3519240915775299, 0.7061070203781128)","(0.7684630155563354, 0.7609180808067322)","(0.33217304944992065, 0.7444825172424316)","(0.6023588180541992, 0.9912985563278198)","(0.46880587935447693, 0.9302740097045898)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4464857578277588, 0.11021175235509872, 0.47508278489112854, 0.22001676261425018)",Cubo_06_JPG_jpg.rf.148d60ea87da71b53fbedeff92829b13.jpg,2
"(0.23627105355262756, 0.7425063252449036)","(0.24478857219219208, 0.810175895690918)","(0.1920531541109085, 0.7767086029052734)","(0.2934824526309967, 0.8414865732192993)","(0.16395843029022217, 0.7502917051315308)","(0.3489707112312317, 0.7374936938285828)","(0.22233331203460693, 0.6056663990020752)","(0.4142542779445648, 0.6793538331985474)","(0.18896320462226868, 0.4190046191215515)","(0.29512399435043335, 0.6494315266609192)","(0.10154815018177032, 0.4960083067417145)","(0.6279855370521545, 0.4275871813297272)","(0.4718874990940094, 0.2989421784877777)","(0.8011495471000671, 0.3520330786705017)","(0.589112401008606, 0.13005129992961884)","(0.887896716594696, 0.18362002074718475)","(0.7980931997299194, 0.05910024791955948)","(0.3078979253768921, 0.8410147428512573)","(-1, -1)","(0.3544487953186035, 0.8353102803230286)","(-1, -1)","(0.25593361258506775, 0.8082561492919922, 0.27817535400390625, 0.2850090563297272)",baby4_jpg.rf.a1ec62aeefeba94f59c89984a56f29de.jpg,1
"(0.6297173500061035, 0.7676173448562622)","(0.6417030096054077, 0.7728934288024902)","(0.6234633922576904, 0.7750609517097473)","(0.6644606590270996, 0.7560633420944214)","(0.6197926998138428, 0.7649132013320923)","(0.6581661701202393, 0.6974380612373352)","(0.6139635443687439, 0.7351135015487671)","(0.6670879125595093, 0.6412726640701294)","(0.5766739845275879, 0.7056046724319458)","(0.6240894198417664, 0.578757107257843)","(0.5328487753868103, 0.6414669752120972)","(0.6862386465072632, 0.5547787547111511)","(0.6378106474876404, 0.587306797504425)","(0.7069138288497925, 0.5303945541381836)","(0.647441029548645, 0.5526339411735535)","(0.7001639604568481, 0.47246474027633667)","(0.6806608438491821, 0.449645459651947)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6380411386489868, 0.7877985239028931, 0.13307848572731018, 0.12224578857421875)",5AD7890F-D0D1-441E-BD38-44869FE4C409_JPG_jpg.rf.cb8b9c05eb5e040a7220c77cab237031.jpg,2
"(0.4354477524757385, 0.14450331032276154)","(0.4751896262168884, 0.12432865798473358)","(0.43329715728759766, 0.10658340156078339)","(0.5713022351264954, 0.1525004655122757)","(0.5241807699203491, 0.09071674197912216)","(0.686266303062439, 0.29862886667251587)","(0.5799465775489807, 0.2507774829864502)","(0.43261343240737915, 0.5343666672706604)","(0.3757963180541992, 0.3623790144920349)","(0.24415895342826843, 0.4383015036582947)","(0.2675652503967285, 0.2022908627986908)","(0.880323052406311, 0.7009013295173645)","(0.7518748641014099, 0.6454171538352966)","(0.6832284331321716, 0.7457252144813538)","(0.5428786873817444, 0.6782654523849487)","(0.7833431959152222, 0.8452761769294739)","(0.7411317825317383, 0.8189806938171387)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6275229454040527, 0.12038781493902206, 0.4020978808403015, 0.21613164246082306)",9500_png_jpg.rf.8a2b061c44cb1b0598f5e6296015c510.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4469115138053894, 0.8843406438827515)","(-1, -1)",Nanit_29_JPG_jpg.rf.4faf09e3354b1fa099da7c1331ddbe03.jpg,2
"(0.4090349078178406, 0.3600950539112091)","(0.3775118887424469, 0.3692105710506439)","(0.4131242632865906, 0.29659968614578247)","(0.39609676599502563, 0.45033445954322815)","(0.4817175269126892, 0.24562525749206543)","(0.5092868208885193, 0.46112164855003357)","(0.5893220901489258, 0.3037914037704468)","(0.4625323414802551, 0.6435261964797974)","(0.5919235348701477, 0.3880094885826111)","(0.42682161927223206, 0.636756956577301)","(0.44929248094558716, 0.44920700788497925)","(0.7305965423583984, 0.276469349861145)","(0.7880050539970398, 0.15565471351146698)","(0.7366493940353394, 0.28554096817970276)","(0.8365766406059265, 0.11896912753582001)","(0.8399240374565125, 0.1581023931503296)","(0.8797897100448608, 0.03545494005084038)","(0.36528879404067993, 0.2998278737068176)","(0.477813720703125, 0.2873702049255371)","(0.4283844530582428, 0.34455081820487976)","(0.42637962102890015, 0.4138840138912201)","(0.4043406546115875, 0.22852659225463867, 0.30879858136177063, 0.4491497874259949)",baby39_jpg.rf.30b61e63b73f77187bc19fdca1e86fc1.jpg,2
"(0.42106714844703674, 0.6355956196784973)","(0.40510281920433044, 0.6313663721084595)","(0.43757742643356323, 0.6361051797866821)","(0.38815587759017944, 0.6486906409263611)","(0.47359681129455566, 0.6645744442939758)","(0.4079670011997223, 0.6765846610069275)","(0.49699050188064575, 0.7071744203567505)","(0.33702951669692993, 0.6742790937423706)","(0.5179742574691772, 0.6969833970069885)","(0.31811901926994324, 0.5985193848609924)","(0.4820621907711029, 0.628682017326355)","(0.4180707335472107, 0.6662539839744568)","(0.5017157196998596, 0.6989362835884094)","(0.37690454721450806, 0.6334612965583801)","(0.504008412361145, 0.6489654779434204)","(0.4097554087638855, 0.6002882719039917)","(0.4633287489414215, 0.5753669738769531)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",29_jpg.rf.689f73f19c4602b020a3f51fdd934dfe.jpg,1
