nose_k,left_eye_k,right_eye_k,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,eye1,eye2,nose,mouth,head,image_path,label
"(0.2789379060268402, 0.6237539649009705)","(0.26758089661598206, 0.6021181344985962)","(0.2489895522594452, 0.6199485063552856)","(0.3155328929424286, 0.5586408376693726)","(0.25517719984054565, 0.5944987535476685)","(0.36751145124435425, 0.6294432878494263)","(0.446521133184433, 0.5657328963279724)","(0.3918786346912384, 0.6950241327285767)","(0.5345200300216675, 0.5640827417373657)","(0.25164029002189636, 0.6626378297805786)","(0.3867183327674866, 0.5490350723266602)","(0.6685363054275513, 0.6968239545822144)","(0.7641035318374634, 0.6195327043533325)","(0.6714774966239929, 0.7776428461074829)","(0.8330047726631165, 0.673585832118988)","(0.8791408538818359, 0.7698746919631958)","(0.9660955667495728, 0.7180195450782776)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.33789512515068054, 0.5807658433914185, 0.18538030982017517, 0.1391758918762207)",baby23_jpg.rf.65fb9ba9bcdf6ade39b494c53132ebaa.jpg,2
"(0.2751905918121338, 0.17642411589622498)","(0.35272330045700073, 0.16190186142921448)","(0.2564938962459564, 0.13588552176952362)","(0.5734935998916626, 0.19513416290283203)","(0.3552893400192261, 0.13392305374145508)","(0.73768150806427, 0.2756271958351135)","(0.3017670512199402, 0.28200384974479675)","(0.899304986000061, 0.4682430326938629)","(0.10110664367675781, 0.3859829008579254)","(0.8882561922073364, 0.5572649836540222)","(0.14790526032447815, 0.22160398960113525)","(0.7392803430557251, 0.6190701127052307)","(0.2939639687538147, 0.6468134522438049)","(0.6993588805198669, 0.7642746567726135)","(0.16665741801261902, 0.765076220035553)","(0.4059402346611023, 0.8702656030654907)","(0.41217222809791565, 0.9120701551437378)","(0.3457362949848175, 0.13629448413848877)","(-1, -1)","(0.2681701183319092, 0.15309567749500275)","(0.26060160994529724, 0.19532588124275208)","(0.5030907988548279, 0.1323433667421341, 0.5640734434127808, 0.25198715925216675)",86_jpg.rf.c978d81d82d52fed6f602c244ed4b896.jpg,1
"(0.5781415104866028, 0.781217098236084)","(0.5369671583175659, 0.8254907727241516)","(0.6484586000442505, 0.8091332316398621)","(0.4495798945426941, 0.8425159454345703)","(0.7478028535842896, 0.792580246925354)","(0.44226327538490295, 0.7497102618217468)","(0.6948199272155762, 0.6588525772094727)","(0.29968756437301636, 0.7055658102035522)","(0.8060058355331421, 0.5292184948921204)","(0.1765245497226715, 0.608387291431427)","(0.8866127729415894, 0.4074212908744812)","(0.28424912691116333, 0.4462250769138336)","(0.52528315782547, 0.3737174868583679)","(0.2021435797214508, 0.3115467429161072)","(0.5137373208999634, 0.25739365816116333)","(0.21399307250976562, 0.13994422554969788)","(0.3102302849292755, 0.16999387741088867)","(0.5106380581855774, 0.8200576901435852)","(0.6407787203788757, 0.8248197436332703)","(0.5759418606758118, 0.7831846475601196)","(0.5864872336387634, 0.7392258644104004)","(0.6030973792076111, 0.8464328646659851, 0.31877049803733826, 0.3040027618408203)",85_jpg.rf.82714185b5a76a0eaccda715759abd0a.jpg,1
"(0.7742465734481812, 0.17339947819709778)","(0.8150395154953003, 0.17702417075634003)","(0.8241182565689087, 0.16510000824928284)","(0.8618108630180359, 0.2967202067375183)","(0.8583038449287415, 0.2344401627779007)","(0.7102739214897156, 0.2417207509279251)","(0.8138922452926636, 0.4569450914859772)","(0.5362797975540161, 0.15672285854816437)","(0.682137131690979, 0.6262784600257874)","(0.5802760720252991, 0.10645361244678497)","(0.6903347969055176, 0.4829898774623871)","(0.32725515961647034, 0.486905574798584)","(0.48933759331703186, 0.7872607111930847)","(0.19566495716571808, 0.3132103979587555)","(0.4801536500453949, 0.8122202157974243)","(0.10299310833215714, 0.5394176840782166)","(0.19428539276123047, 0.8925266265869141)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.861292839050293, 0.27182596921920776, 0.27741432189941406, 0.3286512494087219)",53_JPG_jpg.rf.cf47e36a7287dcd9f1af5928ef92e437.jpg,2
"(0.28510624170303345, 0.8216342926025391)","(0.2907978892326355, 0.8795478940010071)","(0.3700816035270691, 0.8265606164932251)","(0.3350462019443512, 0.8872868418693542)","(0.5554327964782715, 0.7615872621536255)","(0.30308037996292114, 0.7099156975746155)","(0.627447783946991, 0.6540390849113464)","(0.11739663779735565, 0.7146873474121094)","(0.8249492645263672, 0.6281495690345764)","(0.10882458835840225, 0.8622803688049316)","(0.9223669767379761, 0.7936975955963135)","(0.3225914537906647, 0.26248955726623535)","(0.6446115374565125, 0.20792214572429657)","(0.15269024670124054, 0.24906818568706512)","(0.6789790391921997, 0.13570208847522736)","(0.34684982895851135, 0.07339296489953995)","(0.6425032615661621, 0.05050168186426163)","(0.35412779450416565, 0.8226454854011536)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5648307800292969, 0.8615556955337524, 0.591784656047821, 0.26668286323547363)",15_jpg.rf.469424a1fefa2437cdae14cc810ae3ae.jpg,1
"(0.4013189673423767, 0.5001226663589478)","(0.38825029134750366, 0.48406219482421875)","(-1, -1)","(0.40921154618263245, 0.48517507314682007)","(0.3834456503391266, 0.5337640047073364)","(0.4265804886817932, 0.5022482872009277)","(0.4719199538230896, 0.5462126135826111)","(0.34889987111091614, 0.5429419875144958)","(0.41200023889541626, 0.5951005816459656)","(0.2795291244983673, 0.5261567831039429)","(0.37076330184936523, 0.5690646767616272)","(0.600959062576294, 0.5138348937034607)","(0.6645373106002808, 0.5553380250930786)","(0.4424521028995514, 0.5532879829406738)","(0.5148720741271973, 0.5978690385818481)","(0.394465833902359, 0.6005980968475342)","(0.4761772155761719, 0.6039000153541565)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_1_1_png_jpg.rf.e3ecb5b42b1f45e66d75ae07d6f0f879.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_29_JPG_jpg.rf.af78dfe73e0ab278371c349b3af10c7c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(0.5902612805366516, 0.2172020971775055)","(-1, -1)","(0.6071988344192505, 0.27091631293296814)","(0.5566887855529785, 0.27046993374824524)","(0.6312351226806641, 0.29449161887168884)","(0.5352916717529297, 0.29358476400375366)","(0.7059497237205505, 0.26482319831848145)","(0.5773249864578247, 0.29924172163009644)","(0.629144012928009, 0.4549044966697693)","(0.5834233164787292, 0.45582613348960876)","(0.6291349530220032, 0.5491272807121277)","(0.5777637362480164, 0.5477617979049683)","(0.5976027250289917, 0.6385666131973267)","(0.5849250555038452, 0.628467857837677)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5850325226783752, 0.206978440284729, 0.13728666305541992, 0.10781697928905487)",Miku_11_JPG_jpg.rf.ec337b7cb4ed1d7cf4844c6d8930dfea.jpg,2
"(0.39935189485549927, 0.18518957495689392)","(0.4040588438510895, 0.1734052449464798)","(0.4136064052581787, 0.18339866399765015)","(0.40114647150039673, 0.19518029689788818)","(0.42277106642723083, 0.2200314700603485)","(0.36773747205734253, 0.2175133228302002)","(0.4021044373512268, 0.27530011534690857)","(0.3139040470123291, 0.21860651671886444)","(0.3918326497077942, 0.3290330171585083)","(0.3458806574344635, 0.21874971687793732)","(0.3917112946510315, 0.3264566659927368)","(0.303396075963974, 0.3501417338848114)","(0.309548944234848, 0.3854559361934662)","(0.27874892950057983, 0.4397718012332916)","(0.2675122618675232, 0.4429725110530853)","(0.2698841989040375, 0.5483685731887817)","(0.22998376190662384, 0.49420109391212463)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_1254_png_jpg.rf.da89372012964fbda4825acc23e07ff4.jpg,2
"(0.5577389597892761, 0.4723525643348694)","(0.57496178150177, 0.4451047480106354)","(0.5780466198921204, 0.498981237411499)","(0.5797881484031677, 0.41021251678466797)","(0.5933098793029785, 0.5434601902961731)","(0.5438929200172424, 0.41853007674217224)","(0.5433816313743591, 0.5406454205513)","(0.5246045589447021, 0.35807088017463684)","(0.5265868902206421, 0.5823425054550171)","(0.5010284781455994, 0.3838127553462982)","(0.4934304654598236, 0.606499195098877)","(0.41598305106163025, 0.43645238876342773)","(0.41737160086631775, 0.5486892461776733)","(0.409795343875885, 0.4149753153324127)","(0.42075175046920776, 0.5739282965660095)","(0.3904654383659363, 0.4730454981327057)","(0.3857082426548004, 0.5173636078834534)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6080707907676697, 0.4785354733467102, 0.1595073640346527, 0.14835090935230255)",13CF73E6-D200-4C3B-9A5A-BF0E5F6A531C_JPG_jpg.rf.2752c17feb027d0dfd537524d112b356.jpg,1
"(0.2907000184059143, 0.18385562300682068)","(0.2528824210166931, 0.157809779047966)","(0.23062646389007568, 0.1874675750732422)","(0.24494019150733948, 0.1491609513759613)","(0.21268749237060547, 0.23265843093395233)","(0.46608585119247437, 0.203484445810318)","(0.2247980535030365, 0.34995633363723755)","(0.6429817080497742, 0.20354676246643066)","(0.2677152752876282, 0.5196564793586731)","(0.7438833713531494, 0.20117458701133728)","(0.31438031792640686, 0.4935974180698395)","(0.8199864625930786, 0.6330946087837219)","(0.5285894870758057, 0.8005820512771606)","(0.8120403289794922, 0.5798835754394531)","(0.42423972487449646, 0.7787992358207703)","(0.89093017578125, 0.8462384939193726)","(0.7210407257080078, 0.9459165334701538)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1951977163553238, 0.2656099796295166, 0.3903954327106476, 0.34030142426490784)",51_jpg.rf.3591738854354c80431252c496372ea7.jpg,2
"(0.689540684223175, 0.878631591796875)","(0.752938449382782, 0.9187136888504028)","(0.7347647547721863, 0.7678893804550171)","(0.809300422668457, 0.8792967796325684)","(0.7349758148193359, 0.49927854537963867)","(0.6324394941329956, 0.5303158760070801)","(0.5700667500495911, 0.6618981957435608)","(0.4358680844306946, 0.6676543951034546)","(0.306983083486557, 0.855127215385437)","(0.35401540994644165, 0.7467490434646606)","(0.25251707434654236, 0.8345186114311218)","(0.2434995174407959, 0.22940047085285187)","(0.19204118847846985, 0.2878386080265045)","(0.17138949036598206, 0.8741039037704468)","(0.04392709583044052, 0.885968804359436)","(0.06579706817865372, 0.6253553032875061)","(0.0, 0.6718953847885132)","(0.7474691271781921, 0.9554797410964966)","(0.7464552521705627, 0.6814520955085754)","(0.7092090845108032, 0.8539230227470398)","(0.6510679125785828, 0.8404388427734375)","(0.7975456714630127, 0.6657828688621521, 0.40271177887916565, 0.6653351783752441)",80_jpg.rf.ca801b4761b1391eddc073b7c4f89d37.jpg,2
"(0.5269246697425842, 0.7596099972724915)","(0.5114368200302124, 0.7709507942199707)","(0.48905906081199646, 0.7710236310958862)","(0.43521004915237427, 0.7587734460830688)","(0.3672918975353241, 0.7311099171638489)","(0.2752245366573334, 0.6523663401603699)","(0.41180723905563354, 0.7113969326019287)","(0.3705161511898041, 0.4861948490142822)","(0.5439988970756531, 0.5935325026512146)","(0.4902309775352478, 0.5660325288772583)","(0.5663019418716431, 0.6151406168937683)","(0.2260374277830124, 0.3965873122215271)","(0.3796837627887726, 0.4419980049133301)","(0.43121570348739624, 0.4133351445198059)","(0.5924469232559204, 0.4642714858055115)","(0.5549806356430054, 0.3131408393383026)","(0.6698809862136841, 0.29304879903793335)","(0.49803847074508667, 0.7838282585144043)","(-1, -1)","(0.5395233035087585, 0.7563947439193726)","(0.5222458839416504, 0.7059453129768372)","(0.3741115927696228, 0.7749528884887695, 0.3841291069984436, 0.24999980628490448)",Sideways_178_jpg.rf.a4a48b6bd90bf238ea64bfaa754089e5.jpg,1
"(0.7352798581123352, 0.7281945943832397)","(0.725666344165802, 0.7761107683181763)","(0.6710807085037231, 0.7191981077194214)","(0.6771093606948853, 0.7843425869941711)","(0.5050824284553528, 0.6563146710395813)","(0.6970921754837036, 0.6175740957260132)","(0.4426322877407074, 0.5734667778015137)","(0.8219429850578308, 0.6271980404853821)","(0.2916899025440216, 0.5665587782859802)","(0.8666006922721863, 0.7311958074569702)","(0.21794509887695312, 0.7061108350753784)","(0.6932708621025085, 0.27993243932724)","(0.4503156542778015, 0.23633325099945068)","(0.7732416391372681, 0.26125654578208923)","(0.39900749921798706, 0.18798597157001495)","(0.6149963140487671, 0.14719323813915253)","(0.4026629328727722, 0.12108132988214493)","(-1, -1)","(-1, -1)","(0.7115758061408997, 0.7251181602478027)","(0.6766216158866882, 0.7209177017211914)","(0.5009549260139465, 0.7512935400009155, 0.46593189239501953, 0.23651504516601562)",15_jpg.rf.39b21000e6abb51d9317ef6d380afde8.jpg,1
"(0.6297652125358582, 0.17365208268165588)","(0.6956745982170105, 0.1295534074306488)","(0.6661123037338257, 0.13829131424427032)","(0.8268073201179504, 0.12546196579933167)","(0.7821769714355469, 0.13140170276165009)","(0.8617488741874695, 0.2912152409553528)","(0.8060711622238159, 0.27328670024871826)","(0.614102303981781, 0.3860706686973572)","(0.598076343536377, 0.3797183930873871)","(0.42734116315841675, 0.3688899874687195)","(0.4129742681980133, 0.3378152847290039)","(0.8106889724731445, 0.7214134931564331)","(0.7784391641616821, 0.6937617063522339)","(0.5011714696884155, 0.679338276386261)","(0.5591034889221191, 0.6812190413475037)","(0.4956766664981842, 0.8865835070610046)","(0.6552237868309021, 0.8171343803405762)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8044785261154175, 0.1501188576221466, 0.390969455242157, 0.2931015193462372)",baby21_jpg.rf.4230cdc11649c3e928c576c7406638c4.jpg,2
"(0.29736262559890747, 0.7642887830734253)","(0.2889478802680969, 0.8115185499191284)","(0.33061981201171875, 0.80680912733078)","(0.317748486995697, 0.804400622844696)","(0.46094006299972534, 0.8215738534927368)","(0.3390907347202301, 0.6445692181587219)","(0.6067473292350769, 0.720611572265625)","(0.18322932720184326, 0.5377577543258667)","(0.8217306137084961, 0.7154900431632996)","(0.05532808229327202, 0.6261454820632935)","(0.8540412783622742, 0.8998048901557922)","(0.4949866831302643, 0.28289347887039185)","(0.768640398979187, 0.34282252192497253)","(0.38322943449020386, 0.18513616919517517)","(0.9008703231811523, 0.19238290190696716)","(0.5145212411880493, 0.0692988857626915)","(0.8532201647758484, 0.07890810817480087)","(0.32547682523727417, 0.807062029838562)","(-1, -1)","(0.28818053007125854, 0.7652360200881958)","(-1, -1)","(0.39889973402023315, 0.8435670137405396, 0.35026440024375916, 0.2915685772895813)",11_jpg.rf.3bfcf4da402e78d8c995a28a4370fc31.jpg,1
"(0.4992142617702484, 0.4154667854309082)","(0.48384809494018555, 0.39957016706466675)","(0.5001993179321289, 0.3878401219844818)","(0.49478045105934143, 0.39537978172302246)","(0.5292627215385437, 0.3500293791294098)","(0.5358303785324097, 0.45386767387390137)","(0.5997880697250366, 0.39636558294296265)","(0.5284284353256226, 0.5043404698371887)","(0.6341143846511841, 0.41199979186058044)","(0.4982059597969055, 0.4200812876224518)","(0.5506783127784729, 0.3772348463535309)","(0.6767423748970032, 0.5826744437217712)","(0.7329367995262146, 0.5340019464492798)","(0.7406932711601257, 0.6799522638320923)","(0.8088301420211792, 0.6596923470497131)","(0.855381190776825, 0.7413872480392456)","(0.8527019619941711, 0.765886664390564)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5058329105377197, 0.3749139904975891, 0.1364707052707672, 0.1420440673828125)",baby46_jpg.rf.c018cc63e0cebf355a62178977b2ef11.jpg,1
"(0.8589853048324585, 0.6020298600196838)","(0.8866313695907593, 0.5505663752555847)","(0.889854907989502, 0.6509856581687927)","(0.8567301034927368, 0.4390014111995697)","(0.8640795946121216, 0.6834757924079895)","(0.7342544794082642, 0.3482903838157654)","(0.7378098368644714, 0.7088826298713684)","(0.6557853817939758, 0.23987548053264618)","(0.6677627563476562, 0.8785269856452942)","(0.7638909220695496, 0.3335462212562561)","(0.7586391568183899, 0.8434656858444214)","(0.26835089921951294, 0.25198298692703247)","(0.297695517539978, 0.6255732774734497)","(0.17236609756946564, 0.2708711326122284)","(0.215119406580925, 0.7647759318351746)","(0.07797036319971085, 0.4913683533668518)","(0.04958396032452583, 0.6364725232124329)","(-1, -1)","(-1, -1)","(0.8483783602714539, 0.6706499457359314)","(0.7967711687088013, 0.6620981693267822)","(0.8784039616584778, 0.5812745690345764, 0.24319210648536682, 0.4110878109931946)",Cubo_09_JPG_jpg.rf.165d19899c11f04b1be88eaf90628b68.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.13525128364562988, 0.46002140641212463, 0.27050256729125977, 0.9130951166152954)",Nanit_22_JPG_jpg.rf.a270f8ad15c0e5d2547eecb5c3bd9e15.jpg,1
"(0.7839320302009583, 0.7661089897155762)","(0.8391141891479492, 0.8033755421638489)","(0.7994800806045532, 0.8196645975112915)","(0.8855538368225098, 0.7780436277389526)","(0.7859231233596802, 0.8751835823059082)","(0.7756314277648926, 0.5821517705917358)","(0.6250880360603333, 0.788552463054657)","(0.8143355250358582, 0.5165443420410156)","(0.5223985910415649, 0.8409536480903625)","(0.8515071868896484, 0.6203299760818481)","(0.6860933899879456, 0.863928496837616)","(0.3514922559261322, 0.22389355301856995)","(0.17370569705963135, 0.41091451048851013)","(0.44193658232688904, 0.13636884093284607)","(0.13850820064544678, 0.32429808378219604)","(0.19740159809589386, 0.0)","(0.08783569186925888, 0.0871032252907753)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8074058294296265, 0.8218414187431335, 0.3139970898628235, 0.3341984152793884)",Cubo_04_JPG_jpg.rf.c92cac1ff68bb42592349b9708e4e399.jpg,2
"(0.40932169556617737, 0.4850521981716156)","(0.3972218632698059, 0.48654666543006897)","(0.4094867706298828, 0.5047942996025085)","(0.3897108733654022, 0.4628983438014984)","(0.4391745924949646, 0.5188496112823486)","(0.4223782420158386, 0.4319836497306824)","(0.48210349678993225, 0.4803832173347473)","(0.4069589078426361, 0.38782820105552673)","(0.5499002933502197, 0.47556352615356445)","(0.36891844868659973, 0.35859882831573486)","(0.6145788431167603, 0.4612444043159485)","(0.5356687903404236, 0.36500632762908936)","(0.6026560068130493, 0.40232008695602417)","(0.5490192770957947, 0.3139179050922394)","(0.6654163002967834, 0.3663391172885895)","(0.6284000873565674, 0.29733461141586304)","(0.7280284762382507, 0.32540836930274963)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3934103548526764, 0.9333920478820801, 0.652723491191864, 0.13285008072853088)",2189_png_jpg.rf.3edf3bb6040673f46d49c136ab8bca81.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4789113402366638, 0.8850795030593872, 0.5307739973068237, 0.22481651604175568)",Nanit_29_JPG_jpg.rf.b6dca94dbe89281a3d47f6380b0f116e.jpg,2
"(0.4780798852443695, 0.13195428252220154)","(0.5137900114059448, 0.10397114604711533)","(0.43867987394332886, 0.11182455718517303)","(0.5759609341621399, 0.12729349732398987)","(0.37788376212120056, 0.1569942682981491)","(0.6300938725471497, 0.23098614811897278)","(0.3525708317756653, 0.2561675012111664)","(0.7575727701187134, 0.33067628741264343)","(0.24536529183387756, 0.36130398511886597)","(0.8388087153434753, 0.30251607298851013)","(0.10214900970458984, 0.27790677547454834)","(0.6377213001251221, 0.5797489881515503)","(0.3354814946651459, 0.5948886275291443)","(0.659765899181366, 0.7692240476608276)","(0.2872680127620697, 0.740653395652771)","(0.5527065396308899, 0.9409505724906921)","(0.4153628349304199, 0.9092580676078796)","(0.41960078477859497, 0.1032334566116333)","(0.5164319276809692, 0.08954544365406036)","(0.47493553161621094, 0.10954470932483673)","(0.48342999815940857, 0.15295062959194183)","(0.4656909108161926, 0.11597669124603271, 0.256862998008728, 0.22764678299427032)",35_JPG_jpg.rf.b9586d3fb7923fa83ce7b66cde6e90e5.jpg,1
"(0.10761377960443497, 0.5514198541641235)","(0.09547481685876846, 0.5751665234565735)","(0.09157798439264297, 0.580938458442688)","(0.1785457581281662, 0.6932402849197388)","(0.15738146007061005, 0.6705294847488403)","(0.24482512474060059, 0.7228873372077942)","(0.26960235834121704, 0.6625121831893921)","(0.4405308663845062, 0.6821243166923523)","(0.4477476477622986, 0.5668466687202454)","(0.6123877763748169, 0.532207190990448)","(0.5716391801834106, 0.3752037584781647)","(0.5426868200302124, 0.44450539350509644)","(0.533929705619812, 0.4136962890625)","(0.6280681490898132, 0.3674197793006897)","(0.6137169599533081, 0.2836381793022156)","(0.7593675255775452, 0.23706591129302979)","(0.7192718386650085, 0.09711017459630966)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1174243912100792, 0.6154443621635437, 0.22713890671730042, 0.3729354739189148)",9605_png_jpg.rf.5addd05343297d5b3f39fe07592e6895.jpg,2
"(0.2960808277130127, 0.7130800485610962)","(0.2442476451396942, 0.6284775137901306)","(0.26360568404197693, 0.6855418086051941)","(0.22294196486473083, 0.4948037564754486)","(0.2621217668056488, 0.6099693775177002)","(0.37615305185317993, 0.4884299337863922)","(0.3904820680618286, 0.6852585673332214)","(0.42191824316978455, 0.5936573147773743)","(0.4105909466743469, 0.9073866605758667)","(0.3851291537284851, 0.658033549785614)","(0.2509170174598694, 0.8847277760505676)","(0.741357684135437, 0.286294162273407)","(0.7547505497932434, 0.4723600745201111)","(0.7855724096298218, 0.5651145577430725)","(0.7935484647750854, 0.800229549407959)","(0.8864244222640991, 0.639663815498352)","(0.8644005060195923, 0.5471062064170837)","(0.27174025774002075, 0.5480419397354126)","(0.24531669914722443, 0.8069504499435425)","(0.29317039251327515, 0.7011680603027344)","(0.34962695837020874, 0.7051504850387573)","(0.30012041330337524, 0.5817248225212097, 0.18873754143714905, 0.6491069793701172)",84_jpg.rf.f894318ad97ed060ee578ff79fcdbac3.jpg,2
"(0.2596295475959778, 0.7294796109199524)","(0.26774173974990845, 0.7757617831230164)","(0.33391430974006653, 0.7228119969367981)","(0.31621816754341125, 0.781535804271698)","(0.4978463053703308, 0.657110333442688)","(0.3109392821788788, 0.6296604871749878)","(0.546551525592804, 0.5870384573936462)","(0.18129977583885193, 0.6299997568130493)","(0.7087792158126831, 0.567851722240448)","(0.13254232704639435, 0.7622483372688293)","(0.7509457468986511, 0.6969610452651978)","(0.3090055286884308, 0.27942216396331787)","(0.5356181859970093, 0.2330685555934906)","(0.20775315165519714, 0.27871859073638916)","(0.589939296245575, 0.1832970678806305)","(0.36652979254722595, 0.13121192157268524)","(0.5511677861213684, 0.10742630809545517)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4949783682823181, 0.7648219466209412, 0.4711812138557434, 0.24351663887500763)",15_jpg.rf.53914656b47977293d0b5e9b7b43caae.jpg,1
"(0.20443156361579895, 0.5991533398628235)","(0.18801598250865936, 0.535373330116272)","(0.19316546618938446, 0.6183706521987915)","(0.2274627685546875, 0.4152372479438782)","(0.2386370450258255, 0.6228886842727661)","(0.34104496240615845, 0.4216977059841156)","(0.3484117090702057, 0.6641973257064819)","(0.3841271996498108, 0.36969271302223206)","(0.39947813749313354, 0.758834719657898)","(0.26725485920906067, 0.5195153951644897)","(0.26715871691703796, 0.7186354398727417)","(0.6452783346176147, 0.45003741979599)","(0.6467440724372864, 0.6933809518814087)","(0.7045231461524963, 0.4739170968532562)","(0.7148159146308899, 0.836750328540802)","(0.8463762998580933, 0.5644899606704712)","(0.8271646499633789, 0.7160317897796631)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.2196917086839676, 0.5859929323196411, 0.21548442542552948, 0.3005622923374176)",frame_0_16_png_jpg.rf.5ba12aeb794460156258ac02447a75c3.jpg,1
"(0.18730168044567108, 0.7069418430328369)","(0.14887186884880066, 0.7181787490844727)","(0.18116018176078796, 0.6365498900413513)","(0.13267943263053894, 0.6651755571365356)","(0.22936801612377167, 0.4520668089389801)","(0.29957160353660583, 0.7109876871109009)","(0.3279469609260559, 0.3956211507320404)","(0.2587811350822449, 0.8627607226371765)","(0.341522753238678, 0.2235538512468338)","(0.1443628966808319, 0.9390964508056641)","(0.23430070281028748, 0.09085073322057724)","(0.7167854309082031, 0.6790894269943237)","(0.7367317080497742, 0.34321123361587524)","(0.8222141265869141, 0.827527642250061)","(0.8729278445243835, 0.3996574878692627)","(0.9868295788764954, 0.636860728263855)","(1.0, 0.41669678688049316)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.15246132016181946, 0.45697155594825745, 0.2824663519859314, 0.5599794387817383)",baby1_jpg.rf.032554e3438927ecda83a30764d4a2cb.jpg,1
"(0.33698004484176636, 0.36106303334236145)","(0.32237008213996887, 0.3653288781642914)","(0.31705334782600403, 0.37999457120895386)","(0.35923460125923157, 0.4318222999572754)","(0.34411942958831787, 0.49548429250717163)","(0.4578898549079895, 0.3877905309200287)","(0.4340176582336426, 0.6362446546554565)","(0.5462148189544678, 0.24205248057842255)","(0.47537070512771606, 0.7797093391418457)","(0.6340734958648682, 0.17495766282081604)","(0.4426040053367615, 0.731837272644043)","(0.7285627126693726, 0.45977097749710083)","(0.6976125240325928, 0.7016233205795288)","(0.7532622814178467, 0.42282789945602417)","(0.7146197557449341, 0.700107216835022)","(0.9206569790840149, 0.5480636954307556)","(0.8999744653701782, 0.6281334161758423)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3861299455165863, 0.13311225175857544, 0.119501493871212, 0.24512708187103271)",Prone_73_jpg.rf.4e454284542191037cabfad8e4bea163.jpg,2
"(0.6425501108169556, 0.7227994799613953)","(0.642578661441803, 0.7749335765838623)","(0.6925265192985535, 0.7159712910652161)","(0.6054493188858032, 0.7871130704879761)","(0.7372891306877136, 0.6284335851669312)","(0.48032063245773315, 0.7239276170730591)","(0.6621044278144836, 0.4953497052192688)","(0.415142297744751, 0.752831757068634)","(0.7583538889884949, 0.35824865102767944)","(0.487714946269989, 0.8714128732681274)","(0.9393631219863892, 0.4529879689216614)","(0.21987438201904297, 0.4364653527736664)","(0.37082788348197937, 0.19914451241493225)","(0.19071440398693085, 0.3204737603664398)","(0.3465122580528259, 0.020392561331391335)","(0.12495116889476776, 0.11671867221593857)","(0.14876767992973328, 0.0)","(0.700808048248291, 0.7034879922866821)","(0.6297922134399414, 0.7823612689971924)","(0.6435834169387817, 0.7217748761177063)","(0.6149713397026062, 0.6821674108505249)","(0.6841109395027161, 0.7296566963195801, 0.2773454785346985, 0.33447664976119995)",baby38_jpg.rf.ee6b1656a9f7a57025e99b5bda613b1b.jpg,1
