right_eye,left_eye,nose,mouth_right,mouth_left,image_path,label
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",CC60943B-D110-4E15-82CC-00C02527240D_JPG_jpg.rf.a25cfbf5dd68fd450ed1ba2ff1d77d9c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_37_JPG_jpg.rf.e184f5765ce2014f237a03266bf6224d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby16_jpg.rf.d191949594f3eddbb6ac5203e7616246.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",17_jpg.rf.17e2135a39bdd78ef5d2a20da372896e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",88_jpg.rf.eb100c5a6ab2092ddad0bac9d6dd49fe.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_08_JPG_jpg.rf.37c32a53b76b50dd99a4b6a926c64873.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",71_jpg.rf.afe5b34e47f01ad11495a4f4eee188f9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby17_jpg.rf.eaec525dfce68ed3a965d804ecc094a4.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",65_jpg.rf.9ec0e5514dca9858451fad78e53ec4a0.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_13_JPG_jpg.rf.0f996d61455f8d3ebb983c389e2ff6a9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",9FCE5103-5138-46FE-A10D-0D06394C3954_JPG_jpg.rf.29b85709214831e84fab9e30ef701623.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby11_jpg.rf.17eef5cd776c9f192e6afaf07039e3c7.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",15_jpg.rf.43897c9493b7e41fc5d83c9e5544a3e8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_27_2_png_jpg.rf.9ef597e5c4e3b428ce24c4d4e73321af.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",37_jpg.rf.33bc2862414f8277e6b0c15f8d70b6e8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Sideways_17_jpg.rf.66d5175cb1d52ed244c48802619a51bb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",36_jpg.rf.b00070e890a4009271cbbe8b0337446a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby8_jpg.rf.b7fe2c9e5d8e0dedb921c877c5c83be7.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Prone_73_jpg.rf.0f6123b5e68d34c4cf10cbbd6787b6b9.jpg,2
"(276.0, 272.0)","(271.0, 273.0)","(276.0, 278.0)","(274.0, 284.0)","(270.0, 283.0)",frame_69_png_jpg.rf.fd4ccf3e867352781f73f29033dec273.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby44_jpg.rf.f0d1c6a7320abc18a9117c0b2f0dbd52.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",3AB687E7-F5A0-458E-B381-E676C14E6AFC_JPG_jpg.rf.9b0a2ccf2faa2c227fb2ba42ac1a38e0.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",444C90D2-D615-4BC7-A88E-F26CE96C3704_JPG_jpg.rf.7717cb312e3042202ca92963404199f5.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",076B7F1C-C84E-42F0-870E-AF18CD86A2E3_JPG_jpg.rf.207cd054fe63838b3b78fb4e87b7bf7c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_10_JPG_jpg.rf.9e5816dd193fee8f315c3a109f6f8716.jpg,1
"(544.0, 336.0)","(537.0, 337.0)","(541.0, 343.0)","(542.0, 346.0)","(538.0, 346.0)",frame_2_19_png_jpg.rf.7b946b5898be9a871bc1d4da93dc1e52.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_07_JPG_jpg.rf.c02418d901a73b7882fb9429d1e1f96e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby21_jpg.rf.9df0f3c1ff30590c34e9f608544faba1.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Supine_146_jpg.rf.34d7596611905ad5f46988ca54283e52.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby48_jpg.rf.68dc791abc066f4eafe9a2a1ef42e1c9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_1211_png_jpg.rf.991b18b0085b6ccfaba575448f09971b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",99_jpg.rf.72a5746c62d9adbaa309b502a224b0ef.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",1157_png_jpg.rf.e1b9c1a537e2597341bf570a8bf5a616.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby35_jpg.rf.b52064a1236bb54794492110b61c5245.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_03_JPG_jpg.rf.f33a480228737fdc0e69b87f013a10c5.jpg,1
"(15.0, 458.0)","(6.0, 459.0)","(8.0, 464.0)","(14.0, 469.0)","(6.0, 469.0)",Prone_76_jpg.rf.6122be4d96944d9bd0a9c1041ce6c4ca.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",11_jpg.rf.57734d0cad8aa57d941890e091760ce6.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",3641_png_jpg.rf.bd5a0c399538e446f2089395c2a0b564.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby36_jpg.rf.5178e902ae5644e8868ccad30724756f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_11_JPG_jpg.rf.4a4ceff99b3700ab449ce080e90809dc.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",151_png_jpg.rf.e4048a7bdf86693fe692084b926be366.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",3585_png_jpg.rf.115466e15a99edf697aa70d84fbbf23e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",51_jpg.rf.c15435034c1a92a2bec6da82d52b9e09.jpg,2
"(330.0, 310.0)","(288.0, 306.0)","(305.0, 335.0)","(320.0, 363.0)","(292.0, 361.0)",baby39_jpg.rf.f988fff8da417558758b118866d220b9.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_51_jpeg_jpg.rf.9efdfe1beedef0484afd37c26d79d536.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_23_JPG_jpg.rf.8c99c994bc372debf4c4701d6cda7c94.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_49_png_jpg.rf.762cb745cc93180a6446830f4418f1b5.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_09_JPG_jpg.rf.3ef355b6b22100527409455825d4e30c.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Prone_16_jpg.rf.dc99a03575bd7ca84c46aa870deb50bb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_08_JPG_jpg.rf.52f89682c3fbb08c9c3e2c0bddd0f3f8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2460_png_jpg.rf.832f7cbb3e0a86fd84489c6928b76a6d.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",866_png_jpg.rf.9f63ae812d154c4e5cce25bfbabb8be7.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_01_JPG_jpg.rf.e6773f819854286a429ae626b0c24c08.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_13_JPG_jpg.rf.579a4608bd1ee78ac73504210dff0618.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2531_png_jpg.rf.75372c256b0902ff8d86d493043db812.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",23_jpg.rf.d969e8093837d981d8de309d5fa33e21.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",9476_png_jpg.rf.9a72264bf06b02d3d1ca4eb1eaf59fd1.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",98_jpg.rf.fe3177989b58697c7330c89cb5edc552.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",20083107-BAE6-4B9F-845D-A87DF37E3E04_JPG_jpg.rf.4b949f5e1df15ffa7d9d0175edcd9c3b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",44_jpg.rf.9d798a343a430e4847ee9ccacfd947c1.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Prone_16_jpg.rf.0dfe9feadbf8fcd1341e66c6361e1e1c.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2424_png_jpg.rf.68adb75c4509140e43463ed22a8cb75e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",7_jpg.rf.ea484056f0fddaa907195704a7015346.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",1201_png_jpg.rf.5f703ff6ccb7f2e5860eac2f2222ec45.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",277_png_jpg.rf.df661ab21e79499755d38f675cbd3ace.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby27_jpg.rf.b3ab9755706177a181b63e8e56238c51.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",E3C9F8BF-EA7C-406F-BDA3-D39FC1BDB583_JPG_jpg.rf.45e2ebc665c4ac9386fc1f6f1975bcd1.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_22_JPG_jpg.rf.cb688a543049c1ea5cf5e6b5ecde86b7.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",10_JPG_jpg.rf.345cccd4223576db57e57ede846ba243.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",12_jpg.rf.d523e62fe88abcd2c878fc9560160bdd.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2189_png_jpg.rf.dd04f32fb38e40cdd2e2bbfbff1d02ce.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby9_jpg.rf.bc55f00815f5f436837cf9e9b15fde13.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby27_jpg.rf.f80803e1af268ec34918cadb61b6dee6.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_06_JPG_jpg.rf.148d60ea87da71b53fbedeff92829b13.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby40_jpg.rf.910c5798ba774c102e6bade227784d39.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_0_16_png_jpg.rf.72d45987ec2a1ecdf6a3a3d6084aeb93.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",80_jpg.rf.ee5eee8a23531e59157e3627a49d0f3c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_30_JPG_jpg.rf.0dfe18eb804ea21ae4600fe6f65d0ce1.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",24_JPG_jpg.rf.144fe209826fa7fbf34a0649ec7beed9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",73_jpg.rf.56e5acc31cd4c34cc4dae487f8f5c262.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",9605_png_jpg.rf.33ab92923362cfd0b8076a662c0b23ba.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",11_jpg.rf.9dc33410f4fc13c8a920fe26625a9cc6.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_12_JPG_jpg.rf.28526f6f2870b96de2d2a3e8d0c7e85a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby9_jpg.rf.bf467274c1f161a2da5d03a99e93f088.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby43_jpg.rf.ea6ccc7027a8c237a3a697697c9d3ed0.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_04_JPG_jpg.rf.75c013584581d5d0117bbec452a1ec86.jpg,1
"(457.0, 485.0)","(416.0, 510.0)","(444.0, 526.0)","(474.0, 544.0)","(446.0, 564.0)",baby4_jpg.rf.8d445adc5ffdfd816dcc4b4ca8aa64f7.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby5_jpg.rf.0fc18fde4856cd116c1bdaa5ede9768a.jpg,1
"(308.0, 188.0)","(237.0, 193.0)","(273.0, 228.0)","(297.0, 265.0)","(250.0, 269.0)",baby39_jpg.rf.54bd661e2a995da1cb78f4381c1d2344.jpg,2
"(131.0, 60.0)","(84.0, 76.0)","(128.0, 92.0)","(144.0, 115.0)","(103.0, 128.0)",baby46_jpg.rf.133f499fbcf17849aaf32fc788df3116.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Supine_72_jpg.rf.686d448d740bee8a7f636e6e3063085a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",53_JPG_jpg.rf.d39061387015212a603e1b0aca198148.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Prone_48_jpg.rf.a49ca01fe70282c37f0f991080243425.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_34_JPG_jpg.rf.e6aa1c3641fe4ac112357cd91db580d5.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_22_JPG_jpg.rf.c27e052190e49621ddf177281534a472.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",71_jpg.rf.186783d82a3efc7d6492ca7d77222ab5.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",1922_png_jpg.rf.5f73444c5edfc1c11f378833b45af096.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_910_png_jpg.rf.5fc5f20cb8144239f577c2748acdb22d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_09_JPG_jpg.rf.a752abd569b77eaf5eaa96ad4f4c6f4b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_0_jpeg_jpg.rf.c72f1582760583486be6e504c1648bb9.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",99_jpg.rf.e2b1fc4ca2573854ae4e4db6c0e3c2a6.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby5_jpg.rf.bc6a19a7735ae6b71a070bfa94a2a0a7.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_09_JPG_jpg.rf.d611b19604c4b762a42843132d6ac5ca.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_22_JPG_jpg.rf.c1d968741ec28afb2d27d8ad71486514.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",51_jpg.rf.46a0510973b713e6b6be39242fac9448.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_15_png_jpg.rf.01a606f00ecc5413e25ee1e3651b6576.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_08_JPG_jpg.rf.5f1db1a6e1705a493dcc4c439ee18fae.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",30_JPG_jpg.rf.eea6f41c46b700bd805020b0a7a14575.jpg,1
"(269.0, 474.0)","(188.0, 477.0)","(228.0, 524.0)","(263.0, 561.0)","(193.0, 562.0)",baby24_jpg.rf.8245b295c74c61835210d93dbee2cc01.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby21_jpg.rf.1326ceaac6b5a2772866076100259a0f.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",17_jpg.rf.d9c49d7faf8cc1f43512c45b5222b2a2.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_07_JPG_jpg.rf.2a3307c618bd64f7b93c03aa5457cc28.jpg,2
"(264.0, 237.0)","(246.0, 232.0)","(254.0, 246.0)","(251.0, 257.0)","(236.0, 251.0)",frame_28_2_png_jpg.rf.a0770f56d4fa64bb68c3cfe5cc1c3b52.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",72_jpg.rf.8a7e35141b8125b3bed45951bfd19e32.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby36_jpg.rf.c04ce4f4947cc474ee7f5ac203bbf87e.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",53_JPG_jpg.rf.9e46dc11b6ab610dc3f37fc105f2c03c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby18_jpg.rf.1aa68c3b15715dbefee28be30724215f.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",56_jpg.rf.55c2dfaa764262f43477742ab21f7d2a.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2189_png_jpg.rf.7342f8796efe91434008eb4583eb4141.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby43_jpg.rf.9b79c70040189f98621e708fe38397c3.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",80_jpg.rf.9de5a28e1bb8a01b1de2ec76636caace.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_252_jpeg_jpg.rf.1d22a4e1b440619c9f88b821aa3e6556.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",5_jpg.rf.3d8138e1aed19e1ea27cfa09abc3b2f6.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_05_JPG_jpg.rf.e8952c38709bb1db0e5487f90b82d010.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_37_png_jpg.rf.381b203ff50bee8d6efe5c1bae76afd6.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_21_JPG_jpg.rf.e7ebb4ce625cf9ca1a2a48f0a5d5bf1f.jpg,1
"(95.0, 123.0)","(57.0, 139.0)","(76.0, 163.0)","(102.0, 181.0)","(77.0, 192.0)",44_jpg.rf.6046ce7bf54b0ada4e08fbf122ade5f3.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",13_JPG_jpg.rf.e89f8b2e3cc68e79f8b2e34ff782dce0.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_39_png_jpg.rf.763cf4856b2a8790330cc230dd704b8a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby30_jpg.rf.5559fb75b939e6a2b35d89bce95d0808.jpg,2
"(529.0, 67.0)","(520.0, 68.0)","(526.0, 72.0)","(529.0, 78.0)","(522.0, 78.0)",frame_3_3_png_jpg.rf.f04242b17c64cea41ea7a1274be37c84.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",IMG_0467_jpeg_jpg.rf.809aeefe9e840bbeb9d7d08d3bdf6b45.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_10_JPG_jpg.rf.86b65629b08a0fb8ef0b8e9b61bfa90e.jpg,1
"(343.0, 140.0)","(292.0, 151.0)","(323.0, 175.0)","(348.0, 205.0)","(307.0, 213.0)",40_jpg.rf.86a00d076996f04b5c1e0954c5c8ce50.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",88_jpg.rf.b2d9fed49076d6d3281d533612253aa4.jpg,1
"(95.0, 120.0)","(60.0, 136.0)","(78.0, 159.0)","(104.0, 173.0)","(79.0, 186.0)",44_jpg.rf.9d03ce13e1b26adb022187159214a793.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",38_jpg.rf.9472a6e3aedc0fcdea2d391d0716af8c.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",31_jpg.rf.81d4c95c7b5696cbbdc308c73aecfcc1.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",42_jpg.rf.bcd444d6f0d12f319a99852c77b53a64.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_42_png_jpg.rf.ec187824fba8068dd9c749668ad4a1e6.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby49_jpg.rf.8e36f351445198df78ea84ef4d052bf7.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby35_jpg.rf.644a05be850510c1c14e52239f9e2c02.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Prone_19_jpg.rf.8ba66a1e6cb239c06f2160f0a1a3b0b4.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_38_JPG_jpg.rf.69f0fa1f55f42b5dba0a3876648233fb.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",901_png_jpg.rf.ffbc8ed8671e5c409abc2f655cdfc965.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",100_jpg.rf.b9a82c5f94ae77b73d2a7bb2a9849fd5.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby14_jpg.rf.d0abf60cdfe206524b06530e996df79a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",2152_png_jpg.rf.573a10c604bf9362ee2a0f5d281f5360.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_21_JPG_jpg.rf.29792b4dba0270e82f1e10e82b892494.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",13_JPG_jpg.rf.75382382cf4b117e57c41a848fea4b9a.jpg,1
"(207.0, 97.0)","(181.0, 103.0)","(211.0, 126.0)","(204.0, 149.0)","(187.0, 155.0)",frame_49_png_jpg.rf.e947cb05208a51cf24e8d9ed0d019d0d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",411_png_jpg.rf.603c9706869a2303f530e00859917351.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_10_JPG_jpg.rf.e4cb712a5a18bae242a814a27b8059b8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_22_JPG_jpg.rf.f1c84ff901e866f8b29aac6d7b6f49da.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Cubo_05_JPG_jpg.rf.2949b29ce56ac0c86b8b59b8e5525240.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Miku_03_JPG_jpg.rf.fde35034bdc40349ed70983680af2d0b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_484_png_jpg.rf.14574943c1da4bd5d040687e1b290ff9.jpg,1
"(485.0, 220.0)","(360.0, 213.0)","(421.0, 281.0)","(459.0, 368.0)","(356.0, 362.0)",3_jpg.rf.f9802ab37bdf7581ac3e8b5910010758.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby49_jpg.rf.76430388c6309458a1ac36c082df23a9.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",93_JPG_jpg.rf.7646acb0697e80ec05d1d3382a4cec5b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",frame_1073_png_jpg.rf.e234a58c3d82f615edccd3a8ce508a49.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Prone_124_jpg.rf.fa110b2b9e723347f110dcf8134c7b69.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",Nanit_25_JPG_jpg.rf.da17eb7d7b2c91e5e0a6f78d4d0c9027.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, 1)",baby48_jpg.rf.e50ca31792f100ad7be60149ddbd1da4.jpg,1
