eye1,eye2,nose,mouth,head,image_path,label
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",922_png_jpg.rf.8a7920bba332b2c2c93ec9bb716226ab.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",24_JPG_jpg.rf.c19013249fead3871c6778b1beafdfe0.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",56_jpg.rf.44c88d9d52ae40ebf79271ba8881ab71.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_04_JPG_jpg.rf.76b8840db9e69a84f5020334767e9417.jpg,2
"(0.4438977837562561, 0.14270932972431183)","(0.6757563352584839, 0.14562836289405823)","(0.3713821470737457, 0.18439295887947083)","(0.39618393778800964, 0.22212791442871094)","(0.5206369161605835, 0.16881301999092102, 0.398919016122818, 0.20654544234275818)",frame_4_13_png_jpg.rf.b695a455ecb00da734dfaa101d8aeb38.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",31_jpg.rf.05634f210b3c5cb227697e36f5d955fe.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",89_JPG_jpg.rf.2c8821f9324f29b7ebffc4558774455c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_34_JPG_jpg.rf.470dd4c1401e2d3c95b065a735b1b672.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",4029_png_jpg.rf.dcce5364beac2091c48be5a955e95ade.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",9491_png_jpg.rf.da61fbef3f90781311ca79e30a0e2ad8.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",56_jpg.rf.5a7ef4cb79df118312fadcd57bd1aae3.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_05_JPG_jpg.rf.e599329118ea7544129d245750d4e47b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",1163_png_jpg.rf.b198dc4fce5eab9868ba927b1f7fb0a7.jpg,2
"(0.7172507047653198, 0.11685148626565933)","(-1, -1)","(0.22591063380241394, 0.0438031330704689)","(-1, -1)","(0.7111598253250122, 0.11701145023107529, 0.43495503067970276, 0.229237362742424)",65_jpg.rf.c6bb1ddbb7a958c52ca6acc5d793a778.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",38_jpg.rf.1aadb7b5d5769f9df65096c01d1c5c91.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",79_JPG_jpg.rf.69e090df635fd9ff2d202da207ad4924.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby25_jpg.rf.032492c8dd56ff86a5d304bc1950a6e8.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",6_jpg.rf.9af9f9ed3d1c9839e22adcf8ea157779.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",9563_png_jpg.rf.cda0fc2df9d8a1030adbd8d1181dfb64.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",94_JPG_jpg.rf.87399e825362cedc927930ecdc600a28.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby29_jpg.rf.cb2049fba0b2b3809decc3b4c5a8f970.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",9491_png_jpg.rf.7ca6486c0c9e68242ff020254215f29f.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby35_jpg.rf.946c39b51256d4ade77a897f09a9ed67.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_8_6_png_jpg.rf.efcc64fa9bbefc9b187880c66097d1ac.jpg,1
"(-1, -1)","(-1, -1)","(0.4362414479255676, 0.4028444290161133)","(-1, -1)","(0.4213860034942627, 0.3937004506587982, 0.14508505165576935, 0.09008102118968964)",baby2_jpg.rf.a9604061c4836094b65803c499675c37.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby18_jpg.rf.acd756d6656735077ca49ab461901591.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_38_JPG_jpg.rf.87d92ab93fbabb026b48b166c84db25c.jpg,2
"(0.46644800901412964, 0.38777250051498413)","(-1, -1)","(0.46359509229660034, 0.4563063085079193)","(-1, -1)","(0.4941820204257965, 0.29052624106407166, 0.5501462817192078, 0.49820318818092346)",Sideways_135_jpg.rf.9dffbe763b5ddc395e92c92becac19a2.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_564_png_jpg.rf.7a9a504f70fc3753493a09a21c01ced4.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_21_JPG_jpg.rf.c81baf6fc2297e79cd65ff36cefb51e4.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Prone_11_jpg.rf.ac6d1281d0f39092c4e978de4374fd14.jpg,2
"(0.25200703740119934, 0.42456865310668945)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5830259323120117, 0.8007842302322388, 0.31908321380615234, 0.3430841565132141)",39_jpg.rf.426f12d15380775ef77a8e8b6d51c737.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",40_jpg.rf.58af3709246af85fb479a91ff60b88d3.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",1251_png_jpg.rf.3df2c964b7c1abaf65936a6087c56a57.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby3_jpg.rf.23090fb6f2105e5f55f76aec31ac8cac.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2427_png_jpg.rf.443ea2424d21e7e61c9945dbfca6a64a.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2445_png_jpg.rf.dfd627676b5b0d491b197d4c9f861a82.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_21_JPG_jpg.rf.e7ebb4ce625cf9ca1a2a48f0a5d5bf1f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",29_jpg.rf.8161939c9d3921645cf72c4db118183f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby12_jpg.rf.989bc5c72c78fc47e80eb8c64cc2f432.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",27_jpg.rf.cf6cb4ad76d05421df7dd351872794bb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3493311405181885, 0.1182912141084671, 0.24647311866283417, 0.23595090210437775)",frame_101_jpeg_jpg.rf.796b9a55593a9a4b84b427baccb0fb19.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.24334263801574707, 0.4340268075466156, 0.10947990417480469, 0.11824770271778107)",baby42_jpg.rf.bdb8345a64c55a4148e82afcdc8e336d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_09_JPG_jpg.rf.95593e24069c7684cc9300a3825f9a23.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_38_JPG_jpg.rf.b4df04c151b661990f989044d911957a.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_25_JPG_jpg.rf.5a0352b843c229836e62d5f67e5d19fd.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",58_jpg.rf.6962bf9f5a27e7cc0ea30b3aec9768ae.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_2_5_png_jpg.rf.dca23c92671bd255b04e82b17c83d900.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Miku_13_JPG_jpg.rf.8aebd722d572c860199ff30c43d37992.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",86_jpg.rf.960725901ea997ea2265ed656e716bfd.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",1923_png_jpg.rf.b5a0eab4f5d32cfc859840eeeff3a656.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",61_jpg.rf.f6e57bc1a827335f3123f9462ede415c.jpg,2
"(0.49819445610046387, 0.2680847942829132)","(0.4141274392604828, 0.2667507231235504)","(0.43114107847213745, 0.2871294617652893)","(0.43168187141418457, 0.32268017530441284)","(0.5374496579170227, 0.26432132720947266, 0.2924700677394867, 0.19854258000850677)",58_jpg.rf.027b1fead0974ba1e730e558be435005.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",3585_png_jpg.rf.98bcb8395b348b47400935f74495bae9.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",3682_png_jpg.rf.7038917b7725935936516f9c955fedad.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",42_jpg.rf.bcd444d6f0d12f319a99852c77b53a64.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",56_jpg.rf.be3ec09669c4a9c1769e84a6c16dcbb8.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5326101779937744, 0.17982633411884308, 0.1569838523864746, 0.08596787601709366)",frame_3_9_png_jpg.rf.b8bda99ba01d79cdb32a53814b438f08.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",30_JPG_jpg.rf.ac5d01dcdba6edb36769a93d266f94b2.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.49872255325317383, 0.5229465961456299, 0.9810907244682312, 0.9459635615348816)",15_jpg.rf.908b3d3a9c067e4c38d61f6e5b857862.jpg,1
"(0.5452759861946106, 0.1418502777814865)","(0.35565587878227234, 0.15384095907211304)","(0.45994967222213745, 0.17491628229618073)","(0.4717652201652527, 0.2165258377790451)","(0.4275183081626892, 0.13905665278434753, 0.5259184837341309, 0.2691359221935272)",72_jpg.rf.441fda078b67394ab14132c8f4dbcc2c.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby48_jpg.rf.06944d9487d94556d27c88e2bc3488aa.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_17_JPG_jpg.rf.a29e1448908d81ea2721c199f5cec855.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby36_jpg.rf.6c60a5217877ebad8ad0f64b35d3dd0b.jpg,1
"(-1, -1)","(-1, -1)","(0.4461240768432617, 0.517970621585846)","(-1, -1)","(-1, -1)",baby5_jpg.rf.1d2b5389841f39b60ff592153d897504.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby43_jpg.rf.904c1030c35014864140d31cef9dacec.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2002_png_jpg.rf.0988d17e800cfa3c9829ccfc031fb78c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_04_JPG_jpg.rf.1a2fe9f5b2be703d76aea3779e33b423.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2445_png_jpg.rf.704c58e1d964e1931f735dea1cd86ae8.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",10_JPG_jpg.rf.0945a56bdfc8a34a5b347def93c4c058.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",100_jpg.rf.3f45af3e5b3456396604bae81fe774cb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6953302025794983, 0.354757696390152, 0.6061026453971863, 0.7011915445327759)",9491_png_jpg.rf.cc3cf3ca6e30167f0e59997c3e4d7066.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8034154176712036, 0.83055579662323, 0.3807247281074524, 0.332105815410614)",98_jpg.rf.624af8a0037481efe2dfb855421a2858.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5012137293815613, 0.4987894892692566, 0.9936631917953491, 0.9975789785385132)",Miku_04_JPG_jpg.rf.89d28aff9b39887ed38174755dd993df.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5115541219711304, 0.5200453996658325, 0.9768916964530945, 0.9536951184272766)",Miku_01_JPG_jpg.rf.134f356bdd2634b643a5c287414d3bda.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7282878160476685, 0.13375632464885712, 0.3588591516017914, 0.2435847818851471)",Prone_109_jpg.rf.0ed3db751d0a8681e3b784ad8048d852.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby30_jpg.rf.7b6c9d708304d6fe404b55c9fa8b5fb8.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_03_JPG_jpg.rf.f9712caad71d86371d4d22bf77b039ea.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5427204370498657, 0.1641077846288681, 0.3817005157470703, 0.281499981880188)",278_png_jpg.rf.fb4b7ad44a6b611c09b5a2345a829110.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",1990_png_jpg.rf.951a5a8c93514d70abc6c120ef7cd43f.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",E3C9F8BF-EA7C-406F-BDA3-D39FC1BDB583_JPG_jpg.rf.45e2ebc665c4ac9386fc1f6f1975bcd1.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.35226088762283325, 0.10623781383037567, 0.70435631275177, 0.21247562766075134)",9_jpg.rf.1e8c25459e7a7a178a6271cefa7d3d4e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",9491_png_jpg.rf.2c32693e5a73081e5ea18fc5e14a799b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",95_jpg.rf.034d38e223db1c2823d283924105d609.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby34_jpg.rf.e5115f91bbceb3cbb7ac3ca14f8ad71e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",71_jpg.rf.942a321e0e9b0be4bd22c925d2b87ed5.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_09_JPG_jpg.rf.4e4711da69917b265cfa18d9d63390e9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Sideways_11_jpg.rf.b8c1b33b75df446b6baa7ac9447a4c4c.jpg,1
"(-1, -1)","(-1, -1)","(0.1340133249759674, 0.5881960391998291)","(-1, -1)","(-1, -1)",Miku_12_JPG_jpg.rf.1fca893207bbca8885fd6a9dc14fd96b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",99_jpg.rf.72a5746c62d9adbaa309b502a224b0ef.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby10_jpg.rf.eeb70b0ceb10ad3e472c5a09640d71c2.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby38_jpg.rf.0bee9cd2a473f2465580c147e1055519.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby25_jpg.rf.bf5b8b9f729a384cbe1cbd02757a5dc7.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",866_png_jpg.rf.dc1086a07c1ecf56f8747b71e98243ec.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",10_JPG_jpg.rf.345cccd4223576db57e57ede846ba243.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Prone_45_jpg.rf.e575aba1302305ea768d538ed701b7e6.jpg,2
"(0.4868614673614502, 0.78933185338974)","(0.2984241843223572, 0.21874456107616425)","(-1, -1)","(-1, -1)","(0.3989110291004181, 0.8167187571525574, 0.506144642829895, 0.3653798997402191)",36_jpg.rf.00299b7300580524a693ec899c4460c4.jpg,1
"(0.870043933391571, 0.17325285077095032)","(-1, -1)","(0.8949478268623352, 0.2721436023712158)","(-1, -1)","(0.8483185768127441, 0.2264080047607422, 0.28014031052589417, 0.43442851305007935)",76_jpg.rf.dbe8d953ce79a3afe380c7ec79939b95.jpg,1
"(0.8562074899673462, 0.45239925384521484)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Sideways_168_jpg.rf.cc6853d7b89b017918cd9eaaff4e5e15.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_23_JPG_jpg.rf.8c99c994bc372debf4c4701d6cda7c94.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",1990_png_jpg.rf.ef34f0b6138643c0e99a0a3891ff41eb.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",278_png_jpg.rf.7370ac265b9bd48a40b764beae156fbe.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby26_jpg.rf.d5ef3b33736f291edbc72a23813b2071.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby38_jpg.rf.96a5f340293472c29b1847b420ca8234.jpg,1
"(0.5337254405021667, 0.34508511424064636)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4370386600494385, 0.2459993064403534, 0.43068400025367737, 0.4919986128807068)",34_jpg.rf.a356021469dbb27dbeed90a56ab07e7b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Miku_03_JPG_jpg.rf.fa3c976e5a0de1b906fc285e3fb72ff5.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby42_jpg.rf.531557277aa99fa1f6b1b489bbd51cd4.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.44085994362831116, 0.4717637896537781, 0.11498002707958221, 0.15654906630516052)",baby30_jpg.rf.6f8ced003e05cf5d994c0fd9323fe7f5.jpg,2
"(0.19477708637714386, 0.27926865220069885)","(0.10329444706439972, 0.27631014585494995)","(0.14013640582561493, 0.3012145459651947)","(0.14387652277946472, 0.3499417304992676)","(0.2571801245212555, 0.22666983306407928, 0.40337449312210083, 0.3273400366306305)",83_jpg.rf.5cc7b8e252b7ca8bd89d175f6b9d8525.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby8_jpg.rf.40e3463caff46a3c53578f50aef02e27.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Miku_03_JPG_jpg.rf.381b31fb8e3206a17b9f82d6d13ba7f4.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",93_JPG_jpg.rf.f876cd28da405edb766ba5154ae68859.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.49542436003685, 0.15316084027290344, 0.26143699884414673, 0.17546331882476807)",Prone_7_jpg.rf.cead1311bf91e8904adcb539d6ebf22b.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.35214728116989136, 0.4937037527561188, 0.6631709337234497, 0.9724245071411133)",80_jpg.rf.46c9a2746120e3ebcb57f21c4324a247.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",31_jpg.rf.05732ee9a4f32cdca8e111aea53633aa.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby23_jpg.rf.fee09821515dee1d561d63ce356101fd.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_11_png_jpg.rf.e53b77facc97400ca4f284da8f5453bb.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",98_jpg.rf.df2edd8983c26f1d4a524b1c38a5b72b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",IMG_0445_jpeg_jpg.rf.f6c8c959c5a8646b59bddbedd45eb0e3.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1898535192012787, 0.44989338517189026, 0.30064040422439575, 0.303440123796463)",Sideways_107_jpg.rf.79d8585112fa5295f02a5052614767c8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(0.7154964208602905, 0.7777010202407837)","(-1, -1)",25_jpg.rf.44bc066e739ea4a61e161b69f5126e4b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Miku_10_JPG_jpg.rf.320576f55c4da1370d83f8e8083ae5f3.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby48_jpg.rf.98d7f3e48ccdcdcd1e07683d75599392.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby15_jpg.rf.675a342e8a8cfa4dc1d565c3bb3f04a7.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",1190_png_jpg.rf.9326247bce0981d54da6f25d97b664ee.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",3649_png_jpg.rf.ee61e11cfe4df9a38e6262a95ff7f93f.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",IMG_0417_jpeg_jpg.rf.a7ab75080e7fce183857e5700b1ea77f.jpg,2
"(0.5313140749931335, 0.1238219290971756)","(0.6560487747192383, 0.14995014667510986)","(0.5800989866256714, 0.16216710209846497)","(0.5554330945014954, 0.20318496227264404)","(0.600119948387146, 0.14061012864112854, 0.3589916229248047, 0.2513202726840973)",70_jpg.rf.18a7ec5af71768769c7287c0d5aa37de.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",91_JPG_jpg.rf.ed7f13a2c9e990feae76cdf97a8c6aa7.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_63_1_png_jpg.rf.a701bd5d11c9bbbf50020f4546cf0fdc.jpg,1
"(-1, -1)","(-1, -1)","(0.8393611907958984, 0.20641346275806427)","(0.831656277179718, 0.269260972738266)","(0.6018108129501343, 0.17275984585285187, 0.6589857339859009, 0.33517760038375854)",58_jpg.rf.3ef3b8611f25a34ceb4bd2eb1630c005.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",1157_png_jpg.rf.c3f6c38da6613d3a2ef2c6a46bb9d7cd.jpg,2
"(0.4920482039451599, 0.23094232380390167)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_3_2_png_jpg.rf.2ba0be8962bb72912274485826b03edb.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_39_JPG_jpg.rf.650a3cc4978b4a2087e1f27a4dd781dd.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",95_jpg.rf.2a9118d77bcbc5d83e46e214c7c160c6.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7987573146820068, 0.12866413593292236, 0.3854840397834778, 0.2364051342010498)",3836_png_jpg.rf.11b768dbb5cf5c3618fd52835c0f414a.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby46_jpg.rf.84e090b9bf032e26f41a4e3c40604df8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2369_png_jpg.rf.edfd720384cb3ae3b48d8c9cc12c5252.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_36_JPG_jpg.rf.8a699c936bc0135a9521f68308be2eed.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_1081_png_jpg.rf.2fcb366cf9d2ca2b5f12b5ee0e15cf1f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.2230190932750702, 0.3637954294681549, 0.3271261751651764, 0.33735227584838867)",Sideways_127_jpg.rf.960d2eed4fc9c11c07278a3dbc93770f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby21_jpg.rf.e0a167c96ef21ca8564899696106c78e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2150_png_jpg.rf.33f92ed7bcd8c8eb0d77e0086e6c798d.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby3_jpg.rf.d398c75c7a7c219c599b4df7082f7acc.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_95_jpeg_jpg.rf.298cb409dabcf01df4fb7288f59a4fa5.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",79_JPG_jpg.rf.bc5408f3f0cecf99aa74319721b762fb.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_1273_png_jpg.rf.ef016237e06ab813aeb6bdfab6154606.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_34_JPG_jpg.rf.e6aa1c3641fe4ac112357cd91db580d5.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",IMG_0404_jpeg_jpg.rf.1277a5941c4aec6b9f70b0e3a59d6ae2.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby1_jpg.rf.f3b86e8f5e4eb0814cf6d4b17ee6ba2d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_1230_png_jpg.rf.a40d7b69ca3f441258c8843ec97d854c.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8260517120361328, 0.19446220993995667, 0.32943305373191833, 0.38360509276390076)",baby40_jpg.rf.d187d7987fcec62caf920d5b46a4977b.jpg,2
