eye1,eye2,nose,mouth,head,image_path,label
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1229557991027832, 0.3303491473197937, 0.2405777871608734, 0.5238348245620728)",Cubo_05_JPG_jpg.rf.e599329118ea7544129d245750d4e47b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.13668771088123322, 0.4591955244541168, 0.27337542176246643, 0.910980224609375)",Nanit_22_JPG_jpg.rf.a4e1ef0477ea4f32d08a27b4bbece7fc.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_25_JPG_jpg.rf.8e4fcec0c3d05278dcac85681e6e83a6.jpg,0
"(0.7367373704910278, 0.17052610218524933)","(0.804450511932373, 0.15960676968097687)","(0.8032514452934265, 0.1927620768547058)","(0.7950547933578491, 0.24597498774528503)","(0.5516524314880371, 0.15047046542167664, 0.5868076086044312, 0.29000911116600037)",47_jpg.rf.102422dcb914efe9e817d75a9cc3cd43.jpg,1
"(0.8598321676254272, 0.5984078645706177)","(0.8463719487190247, 0.728878378868103)","(0.8274771571159363, 0.6557043194770813)","(0.7888320088386536, 0.6478040218353271)","(0.8652016520500183, 0.656680703163147, 0.2648351788520813, 0.3286442756652832)",50_jpg.rf.858c24dc6bed2bbdc2862c431b48b324.jpg,0
"(0.3870132565498352, 0.8451650738716125)","(0.2638736665248871, 0.8270787000656128)","(0.32296863198280334, 0.8138368725776672)","(0.3310903012752533, 0.7607091069221497)","(0.13664790987968445, 0.6138801574707031, 0.273078978061676, 0.409811794757843)",baby24_jpg.rf.85663344177402bbf25bd266d23b987e.jpg,0
"(-1, -1)","(-1, -1)","(0.8487319946289062, 0.6713718771934509)","(0.7970255613327026, 0.6624627113342285)","(0.8786062002182007, 0.5810417532920837, 0.24278764426708221, 0.4101178050041199)",Cubo_09_JPG_jpg.rf.766bce616cc0444aa07b317904d02dec.jpg,0
"(0.8114764094352722, 0.7624402642250061)","(0.8132263422012329, 0.5982915163040161)","(0.7826290130615234, 0.6750006675720215)","(0.7242487668991089, 0.678071141242981)","(0.8222898244857788, 0.6938660144805908, 0.3485416769981384, 0.45927801728248596)",baby8_jpg.rf.e1d169917a8780c637f6c08a0db8a460.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.10318726301193237, 0.4365810453891754, 0.20602066814899445, 0.371311217546463)",24_JPG_jpg.rf.41115513dfa61ce3601e26defa554dad.jpg,0
"(0.5927779078483582, 0.08609764277935028)","(-1, -1)","(0.6631781458854675, 0.08939750492572784)","(0.6815568804740906, 0.12730586528778076)","(0.5030379891395569, 0.11522793769836426, 0.4247507154941559, 0.22992348670959473)",baby15_jpg.rf.9ee6b28cc8c44d77db72c2a15a49e1c7.jpg,0
"(0.881300151348114, 0.8581256866455078)","(0.8836859464645386, 0.5815792083740234)","(0.8591543436050415, 0.7609299421310425)","(0.8176966905593872, 0.7991657257080078)","(0.20272347331047058, 0.6593091487884521, 0.3952501714229584, 0.6813817024230957)",82_jpg.rf.a32a1fcd11b1c9dc9769de17323724d5.jpg,1
"(0.4124283194541931, 0.08503006398677826)","(-1, -1)","(0.3446056842803955, 0.08429930359125137)","(0.3248075842857361, 0.1244073286652565)","(0.49818405508995056, 0.11494916677474976, 0.42422086000442505, 0.2298983335494995)",baby15_jpg.rf.a099de188723437398dc170459099b5c.jpg,0
"(0.16019335389137268, 0.669979453086853)","(0.14901146292686462, 0.5499056577682495)","(0.17796437442302704, 0.606810450553894)","(0.2189982831478119, 0.6011001467704773)","(0.13235525786876678, 0.6090344786643982, 0.2426530420780182, 0.28070172667503357)",baby44_jpg.rf.f9a11e056c12b35f81ca47fdcb5606f3.jpg,0
"(0.15128116309642792, 0.5773784518241882)","(0.16484788060188293, 0.6854665279388428)","(0.18594597280025482, 0.6461528539657593)","(0.2321689873933792, 0.6241142153739929)","(0.13750676810741425, 0.49014416337013245, 0.27479562163352966, 0.4274844229221344)",45_jpg.rf.2e635b90e258608e875a9fcf66068524.jpg,0
"(0.1627708375453949, 0.916983425617218)","(-1, -1)","(-1, -1)","(-1, -1)","(0.13998155295848846, 0.7871493101119995, 0.2758389413356781, 0.42381325364112854)",Miku_06_JPG_jpg.rf.73d10528b27384d5aa2b083816d714c5.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_07_JPG_jpg.rf.b2c931cc195f7524ec6735d6a2f0e39e.jpg,1
"(0.164526104927063, 0.3035053312778473)","(0.144428551197052, 0.46790140867233276)","(0.19789941608905792, 0.4233425557613373)","(-1, -1)","(0.16339829564094543, 0.30065956711769104, 0.32637760043144226, 0.5133679509162903)",baby33_jpg.rf.9f565e4cec4f3524103df6a88ad987f9.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.20156359672546387, 0.8728432655334473, 0.36176085472106934, 0.2379634827375412)",3613_png_jpg.rf.47e92a4e213b1000b51f4f85330c4404.jpg,1
"(0.15158875286579132, 0.8673126101493835)","(0.2457839548587799, 0.914769172668457)","(0.22470316290855408, 0.8722079992294312)","(0.26161137223243713, 0.8379472494125366)","(0.772765576839447, 0.08847041428089142, 0.45446881651878357, 0.1766766458749771)",49_JPG_jpg.rf.c7bb3ed27a103ec794a8ab04db47a0e3.jpg,0
"(0.13537175953388214, 0.3139854967594147)","(-1, -1)","(-1, -1)","(-1, -1)","(0.13392026722431183, 0.42516010999679565, 0.2677256166934967, 0.3780387043952942)",25_jpg.rf.e84486a934b40f80121183e3497f3c66.jpg,0
"(0.16121569275856018, 0.8204923868179321)","(0.16730615496635437, 0.5470038652420044)","(0.1844872236251831, 0.7332757711410522)","(0.2496647834777832, 0.735873818397522)","(0.14717039465904236, 0.4858384132385254, 0.28655338287353516, 0.7878446578979492)",79_JPG_jpg.rf.5393d2f945e5b3998d4ecf2b1d47b137.jpg,1
"(0.7784777879714966, 0.6730509996414185)","(-1, -1)","(0.7503484487533569, 0.7345309257507324)","(0.6864960789680481, 0.7035031914710999)","(0.8119942545890808, 0.6542761921882629, 0.37382450699806213, 0.2790079116821289)",baby7_jpg.rf.bd86c9070108be112c071872e89dfbb3.jpg,0
"(0.19975051283836365, 0.8758165240287781)","(-1, -1)","(0.2462371289730072, 0.8919802904129028)","(-1, -1)","(0.16650274395942688, 0.8363549113273621, 0.32794100046157837, 0.27454662322998047)",754_png_jpg.rf.f42e9c98adfed1ee49f212afa74010cb.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.802596390247345, 0.15350094437599182, 0.39440974593162537, 0.2977406084537506)",baby21_jpg.rf.ca4f3a8accc359c2343e41fd008c0b47.jpg,1
"(0.9090995788574219, 0.7628586888313293)","(-1, -1)","(0.9065380096435547, 0.7072302103042603)","(-1, -1)","(0.8892337679862976, 0.8085178136825562, 0.2204294204711914, 0.36216434836387634)",baby42_jpg.rf.20ac41bdf313d43eb067cd0aa8f5fa2a.jpg,0
"(0.8127676248550415, 0.5568026900291443)","(0.8492124676704407, 0.46709567308425903)","(0.8003880381584167, 0.49419912695884705)","(0.766639769077301, 0.48042744398117065)","(0.8533473014831543, 0.5565282106399536, 0.28843480348587036, 0.30613383650779724)",baby9_jpg.rf.0147b3de97d01f44a46ca8c3a0822960.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.13513252139091492, 0.49065035581588745, 0.26878830790519714, 0.4565978944301605)",1259_png_jpg.rf.2a525ae6b74ee9c766109db8751c7684.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_08_JPG_jpg.rf.e340aad8a49f5515bbfd12760f9bc120.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6660884618759155, 0.8651342391967773, 0.4516630172729492, 0.22894863784313202)",4000_png_jpg.rf.be78e24c2032f6f558a2832bdfa2c83b.jpg,1
"(0.8110368847846985, 0.32141345739364624)","(-1, -1)","(0.765898585319519, 0.2860841155052185)","(0.7321975231170654, 0.32178157567977905)","(0.847298800945282, 0.40032750368118286, 0.3033347725868225, 0.3484579920768738)",11_jpg.rf.9dfc459e0326c82f3571af30c631c063.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Miku_03_JPG_jpg.rf.c7c089a0a0ce44d26f2256ad5227ee23.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8582590222358704, 0.2188338339328766, 0.28116703033447266, 0.42540663480758667)",Miku_06_JPG_jpg.rf.e0a815757d979620f9848e09083d4c51.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2413_png_jpg.rf.34db23e5b5561dc9ee53b5bd25abd396.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_36_JPG_jpg.rf.0dfdc82138e0d1d523bddd1da79d93b0.jpg,1
"(0.8803912997245789, 0.3848138451576233)","(-1, -1)","(0.8683172464370728, 0.4688665270805359)","(0.8378074765205383, 0.5025842785835266)","(0.8508709073066711, 0.27233418822288513, 0.2980958819389343, 0.5372336506843567)",baby25_jpg.rf.4e046aadbc8966157263fce36f24adc4.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.12664742767810822, 0.426796019077301, 0.2516264319419861, 0.579728901386261)",Nanit_22_JPG_jpg.rf.adb849485a5c65bfe4eaf24c4aecafd0.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7019845247268677, 0.14883258938789368, 0.4281671643257141, 0.27449530363082886)",1940_png_jpg.rf.a3ba5ea0ed0ec2d085ba4024c1551986.jpg,1
"(0.3696750998497009, 0.1237027645111084)","(0.5258776545524597, 0.11315643787384033)","(0.439382940530777, 0.13658316433429718)","(0.45338886976242065, 0.1886523962020874)","(0.5181148648262024, 0.12908458709716797, 0.47378844022750854, 0.2576826214790344)",38_jpg.rf.fbd736005902440af26cb8e31faa62e9.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.39916151762008667, 0.20699496567249298, 0.47809338569641113, 0.33600178360939026)",Nanit_37_JPG_jpg.rf.19cab1032f87e25fb8d4598eab333401.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.12785688042640686, 0.6812850832939148, 0.2331862449645996, 0.511975884437561)",baby10_jpg.rf.6445ad1b18a5aa8eaf8c5edc0992a75b.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7903136014938354, 0.20668113231658936, 0.38173437118530273, 0.3709443509578705)",baby34_jpg.rf.f13483d8aa4db204e2086f15558e70a4.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8074058294296265, 0.8218414187431335, 0.31399720907211304, 0.3341984152793884)",Cubo_04_JPG_jpg.rf.c92cac1ff68bb42592349b9708e4e399.jpg,1
"(0.16728785634040833, 0.6314451098442078)","(-1, -1)","(0.1536092460155487, 0.5774127244949341)","(-1, -1)","(0.20885786414146423, 0.6758018732070923, 0.2964034974575043, 0.29236966371536255)",23_jpg.rf.a1c0a0239d0a030125c0fef264e7ee2f.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5112154483795166, 0.13826873898506165, 0.7582913637161255, 0.2765374779701233)",61_jpg.rf.d4c54f7a07d2cf16bb9aefcfa896289f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5765097737312317, 0.11885418742895126, 0.4362342953681946, 0.23104500770568848)",Nanit_39_JPG_jpg.rf.179945137339eb9727cfd0b6256ee0b8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7157770395278931, 0.14693069458007812, 0.41789236664772034, 0.2770923674106598)",1922_png_jpg.rf.c8e03fe8f693bf11321d4ac470495624.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.12037408351898193, 0.21349672973155975, 0.23761510848999023, 0.3843909204006195)",baby23_jpg.rf.04796d957c777f5aaf88aab16bedf218.jpg,1
"(0.35246771574020386, 0.8214924931526184)","(0.1312718391418457, 0.8051201701164246)","(0.21394915878772736, 0.7871583104133606)","(0.22605161368846893, 0.7335339188575745)","(0.4322972893714905, 0.8255507349967957, 0.743897557258606, 0.3246261477470398)",1_jpg.rf.2a747e44ec7b35c7e017cbf64cfc2e80.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2413_png_jpg.rf.1a4022bf557215fefa5e27e2dea50e91.jpg,1
"(0.6579412221908569, 0.1550150364637375)","(0.5314245223999023, 0.12616267800331116)","(0.5791934132575989, 0.16121280193328857)","(0.5522031784057617, 0.20368735492229462)","(0.59494948387146, 0.1349625438451767, 0.34637004137039185, 0.2455391138792038)",70_jpg.rf.7b66008482d322d1fc4d64a5e56b5b4b.jpg,0
"(0.02274981513619423, 0.38292306661605835)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5054933428764343, 0.8081137537956238, 0.8154972195625305, 0.35698795318603516)",Nanit_19_JPG_jpg.rf.04606df94315fe91bb36fceb15cc70cb.jpg,0
"(0.9280287027359009, 0.8009730577468872)","(0.6925097107887268, 0.8020305633544922)","(0.8546341061592102, 0.768140971660614)","(0.8519388437271118, 0.7176945209503174)","(0.6344262361526489, 0.8184080123901367, 0.6956365704536438, 0.3631840646266937)",52_jpg.rf.d8a582cbace1d2e91881858227e4ae4a.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.870060920715332, 0.7251912355422974, 0.2568023204803467, 0.37187519669532776)",2445_png_jpg.rf.b58ec40b2c3515984477bef53fec2d37.jpg,1
"(-1, -1)","(-1, -1)","(0.7074306607246399, 0.29521799087524414)","(-1, -1)","(-1, -1)",84_jpg.rf.21d2a4755337af7423add35f5aee7bcd.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.561273455619812, 0.8937589526176453, 0.49139633774757385, 0.21109166741371155)",Cubo_06_JPG_jpg.rf.5043ed0f022c306c786f29c587f8b9a8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.576810359954834, 0.14374274015426636, 0.41135939955711365, 0.24353238940238953)",Nanit_34_JPG_jpg.rf.470dd4c1401e2d3c95b065a735b1b672.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.19745777547359467, 0.17787571251392365, 0.3934406638145447, 0.34812355041503906)",baby30_jpg.rf.98b1654fdcfb120f92fa6e05f395d694.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5186423063278198, 0.48066455125808716, 0.8885563611984253, 0.9084240198135376)",Miku_01_JPG_jpg.rf.4185a9703065274fb9cf6821b6df193c.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3024276793003082, 0.9297177195549011, 0.5837854146957397, 0.13952121138572693)",Cubo_03_JPG_jpg.rf.985d7e3acd78439059bac19c7bead904.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.726303219795227, 0.8623943328857422, 0.4256208539009094, 0.26757580041885376)",1990_png_jpg.rf.f2077cfd411a60651b5f500597aa71c1.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8413807153701782, 0.8382505178451538, 0.3143814504146576, 0.2741027772426605)",Cubo_08_JPG_jpg.rf.17994a6b632c11e18240efe331a770bd.jpg,0
"(0.4514337480068207, 0.2334083616733551)","(0.5382573008537292, 0.21473076939582825)","(0.5022943615913391, 0.26579374074935913)","(0.5074566602706909, 0.3271428644657135)","(0.4848903715610504, 0.19289334118366241, 0.22460076212882996, 0.38578668236732483)",40_jpg.rf.f1b21f1c9a62999e8f3edd30a1ab66e0.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",56_jpg.rf.e0c3f5edbef979d2a4414f90caff9cbc.jpg,1
"(0.8432149887084961, 0.32925426959991455)","(0.8522700071334839, 0.4446648061275482)","(0.8246151208877563, 0.3926314413547516)","(0.7825058698654175, 0.3969586491584778)","(0.8713480830192566, 0.3942340016365051, 0.2523069381713867, 0.2869649827480316)",baby44_jpg.rf.3339b32175a2308bbf16c6f303e10962.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby10_jpg.rf.e9008d333009a4933df326ff1d8fd3d4.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.11905869096517563, 0.798026442527771, 0.2372218370437622, 0.3772813677787781)",3862_png_jpg.rf.7de14c9cc8e6944cea1dd95f9b8bbb66.jpg,1
"(0.8642257452011108, 0.5216078758239746)","(0.855434238910675, 0.6151701807975769)","(0.8361718058586121, 0.5715023875236511)","(0.797286331653595, 0.5695459246635437)","(0.8731347322463989, 0.5621383786201477, 0.24593695998191833, 0.23375263810157776)",71_jpg.rf.21579b218caa5dd0362ed1addfe9b504.jpg,0
"(0.8351200222969055, 0.6982070207595825)","(-1, -1)","(0.8133233189582825, 0.6654744148254395)","(0.7549353837966919, 0.660161018371582)","(0.8437044024467468, 0.8127645254135132, 0.3125912547111511, 0.3744710087776184)",baby29_jpg.rf.3a241de0510689027b2d6351652b75d4.jpg,1
"(0.8771818280220032, 0.06652507185935974)","(-1, -1)","(0.8361532092094421, 0.03600836545228958)","(-1, -1)","(0.8815526962280273, 0.17185212671756744, 0.2365398406982422, 0.34159165620803833)",baby27_jpg.rf.444cc99d99141202eb655d14de12752d.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.15057770907878876, 0.166835218667984, 0.2993784546852112, 0.32636013627052307)",baby28_jpg.rf.fded3b041de9d9579ba4fdfb8dcb58cf.jpg,1
"(0.8606443405151367, 0.6517112851142883)","(0.8794213533401489, 0.5787369012832642)","(0.842816948890686, 0.6223966479301453)","(0.807215690612793, 0.6030730605125427)","(0.8830512166023254, 0.5541874766349792, 0.23026028275489807, 0.29319268465042114)",Miku_12_JPG_jpg.rf.27f71658eef07509981783a266d7be3d.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",56_jpg.rf.5a7ef4cb79df118312fadcd57bd1aae3.jpg,1
"(0.8698541522026062, 0.1751706898212433)","(0.9325122833251953, 0.2929317355155945)","(0.8914841413497925, 0.2719328999519348)","(0.8537346720695496, 0.32231083512306213)","(0.8540652990341187, 0.2158917486667633, 0.2766067385673523, 0.4086904525756836)",76_jpg.rf.1778715856dc9e2d6fc6744ae5c2d44e.jpg,0
"(0.20323368906974792, 0.11033694446086884)","(0.13030479848384857, 0.14471057057380676)","(0.1815844625234604, 0.13487181067466736)","(0.20215138792991638, 0.15223781764507294)","(0.16355755925178528, 0.11834077537059784, 0.25572142004966736, 0.18218731880187988)",4943_png_jpg.rf.b3758b442fb0fcb18e6d8f8409fdc22f.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.07606460154056549, 0.2872858941555023, 0.15202708542346954, 0.5722730755805969)",Miku_10_JPG_jpg.rf.6ffcc636c465e1ef75dc1feba2b1a4e9.jpg,0
"(0.8405969738960266, 0.6708656549453735)","(0.8511886596679688, 0.5541306734085083)","(0.822311282157898, 0.6106249094009399)","(0.7827173471450806, 0.6056033968925476)","(0.8718616366386414, 0.6115387678146362, 0.24866223335266113, 0.28308600187301636)",baby44_jpg.rf.fcfa514aa5346e08fc78e791a188da1e.jpg,0
"(0.857082724571228, 0.6013520956039429)","(0.8431743383407593, 0.7325488924980164)","(0.8203334808349609, 0.657309353351593)","(0.7860125303268433, 0.6511632800102234)","(0.8613246083259583, 0.6605345010757446, 0.268232524394989, 0.32568731904029846)",50_jpg.rf.92ac7d4272b972646dee0c9a2a1aacdb.jpg,0
"(0.15234017372131348, 0.5857772827148438)","(0.16274985671043396, 0.6799033284187317)","(0.18203623592853546, 0.6371222734451294)","(0.2268594205379486, 0.6314433813095093)","(0.14178243279457092, 0.5836037397384644, 0.26015132665634155, 0.27024784684181213)",42_jpg.rf.716abdac9f017f37d20308add2cc6020.jpg,0
"(0.01882803440093994, 0.17959709465503693)","(-1, -1)","(-1, -1)","(-1, -1)","(0.27567487955093384, 0.6354519724845886, 0.5475200414657593, 0.571982741355896)",Cubo_03_JPG_jpg.rf.c1f347cfddcac3203fd1136bd18437d3.jpg,0
"(0.8426817059516907, 0.6293336153030396)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8612271547317505, 0.5641000866889954, 0.2749830186367035, 0.3422486186027527)",93_JPG_jpg.rf.3afbb7e34e2867f7bc1f2095cd32f6e3.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.14302925765514374, 0.7106302976608276, 0.26982927322387695, 0.3874135911464691)",2002_png_jpg.rf.11d0fc2f5676d1571375019cf175f48c.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3743909001350403, 0.7593939900398254, 0.5869420766830444, 0.278237521648407)",Nanit_19_JPG_jpg.rf.53feaf556420e6bedca03a616df4a946.jpg,0
"(0.8510839343070984, 0.6859361529350281)","(-1, -1)","(0.8440753817558289, 0.6379979252815247)","(-1, -1)","(0.8150748014450073, 0.736517608165741, 0.2888740599155426, 0.27141207456588745)",13_JPG_jpg.rf.c408db642071bb4c3d091dd4401a43f4.jpg,0
"(-1, -1)","(-1, -1)","(0.8523041009902954, 0.4425583779811859)","(-1, -1)","(0.8613923788070679, 0.6685732007026672, 0.27721530199050903, 0.5728664398193359)",baby2_jpg.rf.935d5c96e0ea7d8ac132b2ef750d5813.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8349800109863281, 0.37043172121047974, 0.21026936173439026, 0.3989892899990082)",922_png_jpg.rf.361a0ca3ed9a8eeaf9657aa886f674d0.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2445_png_jpg.rf.591d4ff110fb8359c31323dbde958e71.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_30_JPG_jpg.rf.f551752c964e9be5e8b05b1401b329b8.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.40035027265548706, 0.20386891067028046, 0.47880953550338745, 0.32994213700294495)",Nanit_37_JPG_jpg.rf.73d328d790f5ede7ecfa63f475867b0e.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.16002270579338074, 0.6898037195205688, 0.3200454115867615, 0.35170555114746094)",baby6_jpg.rf.ec1073c76fe7e2323ae65855dffbc62f.jpg,0
"(0.12465661764144897, 0.4664897918701172)","(-1, -1)","(0.15107080340385437, 0.5239364504814148)","(0.19334876537322998, 0.5281435251235962)","(0.13084706664085388, 0.3437115252017975, 0.26033711433410645, 0.4286494255065918)",87_jpg.rf.547488e654177651f6298f70f85196da.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7241934537887573, 0.8761240243911743, 0.5422301292419434, 0.24634099006652832)",60_jpg.rf.c0b71406c5274f70b7d9b74766410139.jpg,1
"(0.8214210271835327, 0.2588924467563629)","(0.7381202578544617, 0.2038545310497284)","(0.74870765209198, 0.26032188534736633)","(0.7158594131469727, 0.2817736864089966)","(0.8052629232406616, 0.1636991798877716, 0.3821120858192444, 0.3210854232311249)",98_jpg.rf.848754422369b597b4c6c44f1cd4b331.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1634306013584137, 0.20554712414741516, 0.326803982257843, 0.39457422494888306)",baby16_jpg.rf.f385e52cf02508ea45756a3471d914e9.jpg,0
"(0.7833959460258484, 0.8787399530410767)","(0.771682858467102, 0.5783928632736206)","(0.7472020983695984, 0.7670707702636719)","(0.6979318857192993, 0.7681460380554199)","(0.8140710592269897, 0.5989445447921753, 0.3646255433559418, 0.6974714994430542)",9_jpg.rf.920b7d6d7e86e990c7542fb4261d1c6f.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7890220880508423, 0.13624145090579987, 0.3768901824951172, 0.25338518619537354)",3791_png_jpg.rf.bc2b1b2c9b3fc22dfa40be0d113e63a9.jpg,1
"(0.4239310324192047, 0.865240752696991)","(0.29329952597618103, 0.8867412805557251)","(0.32943740487098694, 0.8453910946846008)","(0.4451581835746765, 0.5220913887023926)","(0.48629045486450195, 0.869587779045105, 0.49484843015670776, 0.2597169876098633)",baby5_jpg.rf.1d2b5389841f39b60ff592153d897504.jpg,0
"(0.6755996942520142, 0.23271732032299042)","(0.6788790822029114, 0.4472951889038086)","(0.6468327045440674, 0.3258582055568695)","(0.5870915651321411, 0.3333742022514343)","(0.7629088163375854, 0.39675235748291016, 0.44197139143943787, 0.5214595794677734)",3_jpg.rf.277f0fdb1d910d2fb5cfa409fd086df1.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8121356964111328, 0.6490123867988586, 0.3654470443725586, 0.5256744623184204)",baby35_jpg.rf.c282489e9da32b493581e62b37953bfa.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6571282148361206, 0.18874125182628632, 0.4741758406162262, 0.3666514456272125)",Nanit_37_JPG_jpg.rf.e184f5765ce2014f237a03266bf6224d.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.18676240742206573, 0.8768653869628906, 0.37094491720199585, 0.24063625931739807)",3704_png_jpg.rf.2455ba5d44fbcbababd156b4f416159d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.16507188975811005, 0.20618362724781036, 0.3285810947418213, 0.3993440568447113)",baby16_jpg.rf.d191949594f3eddbb6ac5203e7616246.jpg,0
"(0.3609754741191864, 0.20038893818855286)","(0.1976594626903534, 0.26999303698539734)","(0.29765015840530396, 0.2688383162021637)","(0.3553638160228729, 0.32142263650894165)","(0.29998812079429626, 0.19992481172084808, 0.4924546182155609, 0.36968475580215454)",88_jpg.rf.eb100c5a6ab2092ddad0bac9d6dd49fe.jpg,0
"(0.8643966913223267, 0.5224200487136841)","(0.8552678823471069, 0.6151636838912964)","(0.8357413411140442, 0.5712648630142212)","(0.7971874475479126, 0.5694546103477478)","(0.8730974197387695, 0.5622683763504028, 0.24596896767616272, 0.23391132056713104)",71_jpg.rf.afe5b34e47f01ad11495a4f4eee188f9.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby17_jpg.rf.eaec525dfce68ed3a965d804ecc094a4.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8589770197868347, 0.39712029695510864, 0.2820459008216858, 0.6039648056030273)",Miku_13_JPG_jpg.rf.0f996d61455f8d3ebb983c389e2ff6a9.jpg,0
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8799464106559753, 0.796160101890564, 0.23618927597999573, 0.38508567214012146)",3659_png_jpg.rf.0b158447000728a2acbc4b28a1aad7ca.jpg,1
"(0.2149084508419037, 0.5225949287414551)","(0.1779775470495224, 0.7023633122444153)","(0.23705072700977325, 0.6366645693778992)","(0.2938813269138336, 0.6580185890197754)","(0.18247780203819275, 0.6082111597061157, 0.36435431241989136, 0.49466055631637573)",36_jpg.rf.b00070e890a4009271cbbe8b0337446a.jpg,0
